Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6844,103,6473,268
Andhra Pradesh,India,1580827,10126,1361464,209237
Arunachal Pradesh,India,24093,98,21096,2899
Assam,India,369183,2739,313333,53111
Bihar,India,689576,4549,644335,40692
Chandigarh,India,58489,702,52913,4874
Chhattisgarh,India,949000,12586,870640,65774
Dadra and Nagar Haveli and Daman and Diu,India,9987,4,9462,521
Delhi,India,1416868,23202,1366056,27610
Goa,India,146460,2383,126800,17277
Gujarat,India,788470,9576,703760,75134
Haryana,India,738028,7512,687700,42816
Himachal Pradesh,India,179034,2766,150289,25979
Jammu and Kashmir,India,270621,3564,219620,47437
Jharkhand,India,330417,4838,306080,19499
Karnataka,India,2424904,25282,1926615,473007
Kerala,India,2347966,7358,2062635,277973
Ladakh,India,17407,178,15707,1522
Lakshadweep,India,6611,24,4537,2050
Madhya Pradesh,India,764338,7558,699014,57766
Maharashtra,India,5579897,88620,5140272,351005
Manipur,India,44089,688,36867,6534
Meghalaya,India,29681,459,21542,7680
Mizoram,India,10333,33,7839,2461
Nagaland,India,20068,285,15105,4678
Odisha,India,692382,2484,589610,100288
Puducherry,India,96060,1359,77850,16851
Punjab,India,538994,13281,468208,57505
Rajasthan,India,916042,7703,796121,112218
Sikkim,India,13132,224,9591,3317
Tamil Nadu,India,1842344,20468,1527733,294143
Telangana,India,553277,3125,509663,40489
Tripura,India,46525,465,38099,7961
Uttar Pradesh,India,1669891,19209,1565802,84880
Uttarakhand,India,313519,5805,252979,54735
West Bengal,India,1267090,14364,1122201,130525
