Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6542,85,6225,232
Andhra Pradesh,India,1388803,9173,1175843,203787
Arunachal Pradesh,India,21373,77,19094,2202
Assam,India,319632,2060,274247,43325
Bihar,India,637679,3670,544445,89564
Chandigarh,India,54043,617,45268,8158
Chhattisgarh,India,899925,11461,772500,115964
Dadra and Nagar Haveli and Daman and Diu,India,9335,4,8404,927
Delhi,India,1380981,20907,1288280,71794
Goa,India,132585,1998,98200,32387
Gujarat,India,735348,8944,609031,117373
Haryana,India,675636,6402,570227,99007
Himachal Pradesh,India,153717,2198,111896,39623
Jammu and Kashmir,India,236790,3027,181762,52001
Jharkhand,India,310024,4366,260602,45056
Karnataka,India,2130267,21085,1510557,598625
Kerala,India,2085583,6243,1636790,442550
Ladakh,India,16156,163,14439,1554
Lakshadweep,India,4568,13,3392,1163
Madhya Pradesh,India,716708,6841,605423,104444
Maharashtra,India,5309215,79552,4707980,521683
Manipur,India,38322,552,31872,5898
Meghalaya,India,22203,280,17909,4014
Mizoram,India,8499,23,6411,2065
Nagaland,India,17531,190,13600,3741
Odisha,India,588687,2273,491674,94740
Puducherry,India,80947,1099,62424,17424
Punjab,India,483984,11477,393148,79359
Rajasthan,India,835814,6472,616589,212753
Sikkim,India,10855,198,7655,3002
Tamil Nadu,India,1531377,17056,1318982,195339
Telangana,India,520709,2896,462981,54832
Tripura,India,40055,429,35396,4230
Uttar Pradesh,India,1596627,16957,1385855,193815
Uttarakhand,India,277585,4426,193780,79379
West Bengal,India,1094802,12993,950017,131792
