Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6470,81,6175,214
Andhra Pradesh,India,1344386,8988,1138028,197370
Arunachal Pradesh,India,20854,69,18691,2094
Assam,India,310086,1909,265860,42317
Bihar,India,622433,3503,519306,99624
Chandigarh,India,52633,599,43506,8528
Chhattisgarh,India,883210,11094,749318,122798
Dadra and Nagar Haveli and Daman and Diu,India,9150,4,8086,1060
Delhi,India,1361986,20310,1258951,82725
Goa,India,127639,1874,92974,32791
Gujarat,India,714611,8731,578397,127483
Haryana,India,652742,6075,539609,107058
Himachal Pradesh,India,145736,2068,104714,38954
Jammu and Kashmir,India,229407,2912,174953,51542
Jharkhand,India,301257,4182,246608,50467
Karnataka,India,2053191,20368,1440621,592202
Kerala,India,2010934,6053,1571738,433143
Ladakh,India,15807,158,14102,1547
Lakshadweep,India,4202,11,3171,1020
Madhya Pradesh,India,700202,6679,583595,109928
Maharashtra,India,5226710,78007,4600196,548507
Manipur,India,37036,526,31238,5272
Meghalaya,India,20985,250,17354,3381
Mizoram,India,8176,23,6120,2033
Nagaland,India,16890,165,13428,3297
Odisha,India,565648,2232,473680,89736
Puducherry,India,77031,1045,60424,15562
Punjab,India,467539,11111,376465,79963
Rajasthan,India,805658,6158,590390,209110
Sikkim,India,10392,183,7343,2866
Tamil Nadu,India,1468864,16471,1279658,172735
Telangana,India,511711,2834,449744,59133
Tripura,India,39054,424,34946,3684
Uttar Pradesh,India,1563235,16369,1340251,206615
Uttarakhand,India,264683,4123,183478,77082
West Bengal,India,1053117,12728,911705,128684
