Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6223,71,5928,224
Andhra Pradesh,India,1206232,8374,1027270,170588
Arunachal Pradesh,India,19412,59,17577,1776
Assam,India,272751,1485,240004,31262
Bihar,India,538677,2987,422210,113480
Chandigarh,India,46793,532,37898,8363
Chhattisgarh,India,802643,9738,663694,129211
Dadra and Nagar Haveli and Daman and Diu,India,8325,4,6722,1599
Delhi,India,1253902,18063,1143980,91859
Goa,India,104398,1443,74991,27964
Gujarat,India,633427,7912,477391,148124
Haryana,India,558975,4960,440590,113425
Himachal Pradesh,India,114787,1692,87193,25902
Jammu and Kashmir,India,196585,2510,154447,39628
Jharkhand,India,263115,3346,200237,59532
Karnataka,India,1741046,16884,1236854,487308
Kerala,India,1743932,5565,1362363,376004
Ladakh,India,14811,151,13166,1494
Lakshadweep,India,3376,7,2240,1129
Madhya Pradesh,India,624985,6074,529667,89244
Maharashtra,India,4880542,72662,4164098,643782
Manipur,India,33353,434,30262,2657
Meghalaya,India,18283,191,15957,2135
Mizoram,India,6964,17,5305,1642
Nagaland,India,15004,118,12848,2038
Odisha,India,489641,2104,416403,71134
Puducherry,India,65117,883,52517,11717
Punjab,India,407509,9825,334677,63007
Rajasthan,India,685036,5021,483332,196683
Sikkim,India,8919,155,6714,2050
Tamil Nadu,India,1272602,14779,1129512,128311
Telangana,India,475748,2579,396042,77127
Tripura,India,36534,403,34004,2127
Uttar Pradesh,India,1399294,14151,1122669,262474
Uttarakhand,India,211834,3142,149166,59526
West Bengal,India,916635,11847,782916,121872
