Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6820,101,6441,278
Andhra Pradesh,India,1562060,10022,1341355,210683
Arunachal Pradesh,India,23867,95,20836,2936
Assam,India,365620,2667,307548,55405
Bihar,India,685574,4442,636224,44908
Chandigarh,India,58129,692,52172,5265
Chhattisgarh,India,945694,12494,862660,70540
Dadra and Nagar Haveli and Daman and Diu,India,9925,4,9390,531
Delhi,India,1415219,23013,1360898,31308
Goa,India,144839,2341,124255,18243
Gujarat,India,784676,9523,695026,80127
Haryana,India,733628,7415,678220,47993
Himachal Pradesh,India,177725,2707,146230,28788
Jammu and Kashmir,India,267313,3513,214664,49136
Jharkhand,India,329072,4801,301705,22566
Karnataka,India,2398925,24658,1891042,483225
Kerala,India,2322146,7170,2025319,289657
Ladakh,India,17277,176,15585,1516
Lakshadweep,India,6418,22,4394,2002
Madhya Pradesh,India,760963,7483,691427,62053
Maharashtra,India,5553225,87300,5111095,354830
Manipur,India,43322,674,36258,6390
Meghalaya,India,28878,435,20989,7454
Mizoram,India,10220,31,7736,2453
Nagaland,India,19845,271,14967,4607
Odisha,India,679530,2456,577983,99091
Puducherry,India,94612,1325,75947,17340
Punjab,India,533973,13089,459681,61203
Rajasthan,India,909521,7590,779601,122330
Sikkim,India,12808,221,9393,3194
Tamil Nadu,India,1806861,20046,1502537,284278
Telangana,India,551035,3106,504970,42959
Tripura,India,46099,463,37625,8011
Uttar Pradesh,India,1665176,18978,1551716,94482
Uttarakhand,India,310469,5734,246806,57929
West Bengal,India,1248668,14208,1102772,131688
