Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6878,106,6544,228
Andhra Pradesh,India,1609105,10328,1400754,198023
Arunachal Pradesh,India,25002,104,21575,3323
Assam,India,381171,2915,323368,54888
Bihar,India,695726,4746,655850,35130
Chandigarh,India,58992,714,54215,4063
Chhattisgarh,India,956715,12723,887518,56474
Dadra and Nagar Haveli and Daman and Diu,India,10092,4,9657,431
Delhi,India,1419986,23565,1374682,21739
Goa,India,149410,2460,131244,15706
Gujarat,India,794912,9665,722741,62506
Haryana,India,744602,7735,702779,34088
Himachal Pradesh,India,182982,2887,157042,23053
Jammu and Kashmir,India,275822,3662,227242,44918
Jharkhand,India,333058,4891,312526,15641
Karnataka,India,2472973,26399,2022172,424402
Kerala,India,2395590,7731,2132071,255788
Ladakh,India,17810,179,16070,1561
Lakshadweep,India,7111,26,4765,2320
Madhya Pradesh,India,769696,7686,713376,48634
Maharashtra,India,5626155,90349,5218768,317038
Manipur,India,45451,720,37946,6785
Meghalaya,India,31449,502,22976,7971
Mizoram,India,10937,34,8160,2743
Nagaland,India,20535,315,15414,4806
Odisha,India,714380,2549,612993,98838
Puducherry,India,98219,1408,81336,15475
Punjab,India,548231,13642,481462,53127
Rajasthan,India,923860,7911,828558,87391
Sikkim,India,13511,237,9904,3370
Tamil Nadu,India,1911496,21340,1583504,306652
Telangana,India,560141,3169,518266,38706
Tripura,India,47965,473,39491,8001
Uttar Pradesh,India,1677508,19519,1588161,69828
Uttarakhand,India,318346,6020,266758,45568
West Bengal,India,1301978,14674,1160928,126376
