Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6936,113,6630,193
Andhra Pradesh,India,1657986,10634,1466990,180362
Arunachal Pradesh,India,26317,111,22352,3854
Assam,India,398010,3168,340178,54664
Bihar,India,702682,5004,672868,24810
Chandigarh,India,59577,735,56084,2758
Chhattisgarh,India,965208,12915,905361,46932
Dadra and Nagar Haveli and Daman and Diu,India,10207,4,9845,358
Delhi,India,1423690,23951,1385158,14581
Goa,India,153456,2570,135560,15326
Gujarat,India,803387,9761,750015,43611
Haryana,India,752069,8035,718959,25075
Himachal Pradesh,India,187342,3056,165791,18495
Jammu and Kashmir,India,284431,3795,239254,41382
Jharkhand,India,335417,4945,318689,11783
Karnataka,India,2546821,27806,2146621,372394
Kerala,India,2470872,8257,2224405,238210
Ladakh,India,18310,187,16517,1606
Lakshadweep,India,7542,29,5404,2109
Madhya Pradesh,India,775709,7891,733496,34322
Maharashtra,India,5692920,93198,5307874,291848
Manipur,India,47843,761,39480,7602
Meghalaya,India,33835,544,25266,8025
Mizoram,India,11659,35,8643,2981
Nagaland,India,21215,343,15882,4990
Odisha,India,739995,2651,635179,102165
Puducherry,India,101900,1476,86528,13896
Punjab,India,559795,14180,500651,44964
Rajasthan,India,933848,8181,863175,62492
Sikkim,India,14634,243,10597,3794
Tamil Nadu,India,2009700,22775,1674539,312386
Telangana,India,571044,3226,530025,37793
Tripura,India,49885,498,42468,6919
Uttar Pradesh,India,1686138,20053,1613841,52244
Uttarakhand,India,325425,6261,285170,33994
West Bengal,India,1343442,15120,1218516,109806
