Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6789,98,6417,274
Andhra Pradesh,India,1542079,9904,1323019,209156
Arunachal Pradesh,India,23553,92,20545,2916
Assam,India,359640,2588,302889,54163
Bihar,India,681199,4339,627548,49312
Chandigarh,India,57737,680,51382,5675
Chhattisgarh,India,941366,12391,852529,76446
Dadra and Nagar Haveli and Daman and Diu,India,9880,4,9269,607
Delhi,India,1412959,22831,1354445,35683
Goa,India,143192,2302,121562,19328
Gujarat,India,780471,9469,686581,84421
Haryana,India,728607,7317,666893,54397
Himachal Pradesh,India,175384,2652,141213,31519
Jammu and Kashmir,India,263905,3465,210547,49893
Jharkhand,India,327035,4760,297776,24499
Karnataka,India,2367742,24207,1829276,514259
Kerala,India,2293632,6994,1979919,306719
Ladakh,India,17146,173,15374,1599
Lakshadweep,India,6101,22,4251,1828
Madhya Pradesh,India,757119,7394,682100,67625
Maharashtra,India,5527092,86618,5070801,369673
Manipur,India,42565,661,35606,6298
Meghalaya,India,27755,414,20480,6861
Mizoram,India,10024,30,7521,2473
Nagaland,India,19593,258,14747,4588
Odisha,India,668422,2430,567382,98610
Puducherry,India,93167,1295,73936,17936
Punjab,India,528676,12888,452318,63470
Rajasthan,India,903418,7475,764137,131806
Sikkim,India,12521,220,9126,3175
Tamil Nadu,India,1770988,19598,1476761,274629
Telangana,India,547727,3085,500247,44395
Tripura,India,45223,457,37429,7337
Uttar Pradesh,India,1659212,18760,1534176,106276
Uttarakhand,India,307566,5600,238593,63373
West Bengal,India,1229805,14054,1083570,132181
