Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6426,78,6149,199
Andhra Pradesh,India,1322934,8899,1118933,195102
Arunachal Pradesh,India,20575,68,18583,1924
Assam,India,304429,1838,261980,40611
Bihar,India,612570,3429,507041,102100
Chandigarh,India,51857,585,42647,8625
Chhattisgarh,India,873060,10941,740283,121836
Dadra and Nagar Haveli and Daman and Diu,India,9021,4,7914,1103
Delhi,India,1348699,20010,1244880,83809
Goa,India,124774,1804,90134,32836
Gujarat,India,703594,8629,563133,131832
Haryana,India,640252,5910,525345,108997
Himachal Pradesh,India,140759,2002,102525,36232
Jammu and Kashmir,India,224898,2847,171350,50701
Jharkhand,India,296895,4085,238277,54533
Karnataka,India,2013193,19852,1405869,587472
Kerala,India,1967405,5958,1537138,424309
Ladakh,India,15564,157,13955,1452
Lakshadweep,India,3982,10,2980,992
Madhya Pradesh,India,691232,6595,573271,111366
Maharashtra,India,5179929,77191,4541391,561347
Manipur,India,36370,509,30880,4981
Meghalaya,India,20579,242,17040,3297
Mizoram,India,8035,23,6002,2010
Nagaland,India,16552,156,13315,3081
Odisha,India,554666,2215,465133,87318
Puducherry,India,75024,1018,59177,14829
Punjab,India,459268,10918,371494,76856
Rajasthan,India,789274,5994,577550,205730
Sikkim,India,10165,177,7249,2739
Tamil Nadu,India,1438509,16178,1260150,162181
Telangana,India,506988,2803,444049,60136
Tripura,India,38574,422,34819,3333
Uttar Pradesh,India,1545212,16043,1313112,216057
Uttarakhand,India,256934,4014,176420,76500
West Bengal,India,1032740,12593,892474,127673
