Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6603,88,6283,232
Andhra Pradesh,India,1435491,9372,1215683,210436
Arunachal Pradesh,India,21802,81,19461,2260
Assam,India,328629,2179,281726,44724
Bihar,India,651909,3832,572987,75090
Chandigarh,India,55367,635,47088,7644
Chhattisgarh,India,912477,11734,797150,103593
Dadra and Nagar Haveli and Daman and Diu,India,9550,4,8745,801
Delhi,India,1393867,21506,1309578,62783
Goa,India,135856,2099,105505,28252
Gujarat,India,752619,9121,638590,104908
Haryana,India,694427,6685,597676,90066
Himachal Pradesh,India,160240,2324,121007,36909
Jammu and Kashmir,India,244608,3149,189836,51623
Jharkhand,India,315502,4479,274483,36540
Karnataka,India,2203462,21837,1581457,600168
Kerala,India,2147967,6428,1700528,441011
Ladakh,India,16452,165,14741,1546
Lakshadweep,India,4767,14,3633,1120
Madhya Pradesh,India,731385,6992,629741,94652
Maharashtra,India,5378452,81486,4826371,470595
Manipur,India,39729,578,32674,6477
Meghalaya,India,23332,320,18478,4534
Mizoram,India,8829,25,6687,2117
Nagaland,India,18076,209,13767,4100
Odisha,India,612224,2313,514532,95379
Puducherry,India,84506,1151,65689,17666
Punjab,India,497705,11895,410332,75478
Rajasthan,India,859669,6777,658510,194382
Sikkim,India,11410,205,8109,3096
Tamil Nadu,India,1598216,17670,1361204,219342
Telangana,India,528823,2955,474899,50969
Tripura,India,41151,441,35816,4894
Uttar Pradesh,India,1619645,17546,1439096,163003
Uttarakhand,India,287286,4811,203673,78802
West Bengal,India,1133430,13284,988341,131805
