Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6758,96,6401,261
Andhra Pradesh,India,1521142,9800,1302208,209134
Arunachal Pradesh,India,23159,89,20339,2731
Assam,India,353574,2507,297902,53165
Bihar,India,676045,4241,617397,54407
Chandigarh,India,57331,666,50592,6073
Chhattisgarh,India,936423,12295,842662,81466
Dadra and Nagar Haveli and Daman and Diu,India,9850,4,9174,672
Delhi,India,1409950,22579,1347157,40214
Goa,India,141567,2272,118487,20808
Gujarat,India,776220,9404,677798,89018
Haryana,India,722964,7205,653407,62352
Himachal Pradesh,India,172722,2595,136679,33448
Jammu and Kashmir,India,260057,3422,206081,50554
Jharkhand,India,324884,4714,293659,26511
Karnataka,India,2335524,23854,1776695,534975
Kerala,India,2263959,6852,1938887,318220
Ladakh,India,17025,172,15264,1589
Lakshadweep,India,5756,20,4072,1664
Madhya Pradesh,India,752735,7315,672695,72725
Maharashtra,India,5497448,85355,5026308,385785
Manipur,India,41909,646,34359,6904
Meghalaya,India,26927,389,20061,6477
Mizoram,India,9740,30,7407,2303
Nagaland,India,19284,245,14520,4519
Odisha,India,655899,2403,556501,96995
Puducherry,India,91465,1269,71919,18277
Punjab,India,523423,12716,443666,67041
Rajasthan,India,897193,7346,745873,143974
Sikkim,India,12204,217,8865,3122
Tamil Nadu,India,1734804,19131,1452283,263390
Telangana,India,544263,3060,495446,45757
Tripura,India,44359,455,37097,6807
Uttar Pradesh,India,1651530,18588,1516508,116434
Uttarakhand,India,303940,5484,229813,68643
West Bengal,India,1209958,13895,1064553,131510
