Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6181,70,5879,232
Andhra Pradesh,India,1184028,8289,1016142,159597
Arunachal Pradesh,India,19192,59,17501,1632
Assam,India,267925,1430,237088,29407
Bihar,India,523841,2926,410484,110431
Chandigarh,India,45976,518,37288,8170
Chhattisgarh,India,787486,9485,653542,124459
Dadra and Nagar Haveli and Daman and Diu,India,8174,4,6564,1606
Delhi,India,1232942,17752,1124771,90419
Goa,India,100902,1372,72799,26731
Gujarat,India,620472,7779,464396,148297
Haryana,India,543559,4779,429950,108830
Himachal Pradesh,India,110945,1660,85713,23572
Jammu and Kashmir,India,191869,2458,152109,37302
Jharkhand,India,257345,3205,194433,59707
Karnataka,India,1690934,16538,1210013,464383
Kerala,India,1701979,5507,1339257,357215
Ladakh,India,14560,151,13035,1374
Lakshadweep,India,3080,6,1868,1165
Madhya Pradesh,India,612666,6003,520024,86639
Maharashtra,India,4822902,71742,4107092,644068
Manipur,India,32956,424,30141,2391
Meghalaya,India,18014,185,15810,2019
Mizoram,India,6794,17,5168,1609
Nagaland,India,14717,118,12801,1798
Odisha,India,479752,2088,410227,67437
Puducherry,India,63298,865,51584,10849
Punjab,India,399556,9645,327976,61935
Rajasthan,India,668221,4866,466310,197045
Sikkim,India,8698,151,6617,1930
Tamil Nadu,India,1249292,14612,1109450,125230
Telangana,India,469722,2527,389491,77704
Tripura,India,36234,400,33929,1905
Uttar Pradesh,India,1368183,13798,1081817,272568
Uttarakhand,India,204051,3015,144409,56627
West Bengal,India,898533,11744,765843,120946
