Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6638,89,6329,220
Andhra Pradesh,India,1454052,9481,1233017,211554
Arunachal Pradesh,India,22106,85,19675,2346
Assam,India,335023,2271,286463,46289
Bihar,India,657829,3928,584203,69698
Chandigarh,India,55987,641,47964,7382
Chhattisgarh,India,919054,11883,811015,96156
Dadra and Nagar Haveli and Daman and Diu,India,9599,4,8845,750
Delhi,India,1398391,21846,1320496,56049
Goa,India,137418,2152,109513,25753
Gujarat,India,759754,9202,650932,99620
Haryana,India,701915,6799,611955,83161
Himachal Pradesh,India,163786,2382,124771,36633
Jammu and Kashmir,India,247952,3222,193878,50852
Jharkhand,India,318009,4539,279946,33524
Karnataka,India,2242065,22313,1616092,603660
Kerala,India,2169369,6515,1800179,362675
Ladakh,India,16582,165,14875,1542
Lakshadweep,India,4986,14,3764,1208
Madhya Pradesh,India,737306,7069,641254,88983
Maharashtra,India,5405068,82486,4874582,448000
Manipur,India,40059,592,33129,6338
Meghalaya,India,23966,336,18715,4915
Mizoram,India,9068,28,6932,2108
Nagaland,India,18349,216,13880,4253
Odisha,India,622981,2335,526353,94293
Puducherry,India,85952,1179,67390,17383
Punjab,India,504586,12086,418884,73616
Rajasthan,India,871266,6934,687969,176363
Sikkim,India,11480,210,8333,2937
Tamil Nadu,India,1631291,18005,1381690,231596
Telangana,India,532784,2985,480458,49341
Tripura,India,41897,445,36085,5367
Uttar Pradesh,India,1628990,17817,1462141,149032
Uttarakhand,India,291005,5034,207363,78608
West Bengal,India,1152433,13431,1007442,131560
