Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6398,78,6125,195
Andhra Pradesh,India,1302589,8791,1104431,189367
Arunachal Pradesh,India,20370,64,18351,1955
Assam,India,298171,1753,257571,38847
Bihar,India,601650,3357,493189,105104
Chandigarh,India,51070,575,41842,8653
Chhattisgarh,India,863343,10742,727497,125104
Dadra and Nagar Haveli and Daman and Diu,India,8928,4,7722,1202
Delhi,India,1336218,19663,1231297,85258
Goa,India,121650,1729,87659,32262
Gujarat,India,692604,8511,547935,136158
Haryana,India,628615,5766,509617,113232
Himachal Pradesh,India,135782,1938,99427,34417
Jammu and Kashmir,India,220546,2782,167813,49951
Jharkhand,India,292530,3982,230646,57902
Karnataka,India,1973683,19372,1383285,571026
Kerala,India,1930115,5879,1504160,420076
Ladakh,India,15429,157,13825,1447
Lakshadweep,India,3982,10,2980,992
Madhya Pradesh,India,681478,6501,563754,111223
Maharashtra,India,5138973,76398,4469425,593150
Manipur,India,35778,489,30685,4604
Meghalaya,India,20129,233,16834,3062
Mizoram,India,7796,22,5920,1854
Nagaland,India,16283,150,13249,2884
Odisha,India,544873,2197,457569,85107
Puducherry,India,72975,988,57818,14169
Punjab,India,450674,10704,364170,75800
Rajasthan,India,773194,5825,564352,203017
Sikkim,India,9924,169,7215,2540
Tamil Nadu,India,1409237,15880,1240968,152389
Telangana,India,502187,2771,436619,62797
Tripura,India,38158,413,34682,3063
Uttar Pradesh,India,1524767,15742,1283754,225271
Uttarakhand,India,249814,3896,171438,74480
West Bengal,India,1012604,12461,873480,126663
