Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7005,115,6719,171
Andhra Pradesh,India,1693085,10930,1528360,153795
Arunachal Pradesh,India,27272,115,23402,3755
Assam,India,411216,3365,354810,53041
Bihar,India,706761,5163,685362,16236
Chandigarh,India,60046,753,57526,1767
Chhattisgarh,India,971463,13048,922674,35741
Dadra and Nagar Haveli and Daman and Diu,India,10286,4,9957,325
Delhi,India,1426240,24237,1390963,11040
Goa,India,155666,2649,140254,12763
Gujarat,India,809169,9833,766991,32345
Haryana,India,756635,8303,729752,18580
Himachal Pradesh,India,190330,3143,173566,13621
Jammu and Kashmir,India,290465,3907,251463,35095
Jharkhand,India,337774,4991,323876,8907
Karnataka,India,2604431,29090,2261590,313751
Kerala,India,2526579,8815,2310385,207379
Ladakh,India,18662,189,16859,1614
Lakshadweep,India,8077,33,6242,1802
Madhya Pradesh,India,780030,8067,748573,23390
Maharashtra,India,5746892,95344,5395370,256178
Manipur,India,50751,807,41153,8791
Meghalaya,India,35598,578,28107,6913
Mizoram,India,12399,40,9214,3145
Nagaland,India,21680,376,16370,4934
Odisha,India,764997,2754,680932,81311
Puducherry,India,104453,1536,91770,11147
Punjab,India,567607,14550,516624,36433
Rajasthan,India,939958,8385,888919,42654
Sikkim,India,15317,253,11043,4021
Tamil Nadu,India,2096516,24232,1770503,301781
Telangana,India,578351,3281,540986,34084
Tripura,India,51974,519,44908,6547
Uttar Pradesh,India,1691488,20497,1633947,37044
Uttarakhand,India,329494,6452,294671,28371
West Bengal,India,1376377,15541,1273788,87048
