Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6046,68,5773,205
Andhra Pradesh,India,1121102,8053,982297,130752
Arunachal Pradesh,India,18636,59,17190,1387
Assam,India,256576,1330,228872,26374
Bihar,India,484106,2642,373261,108203
Chandigarh,India,43446,489,35735,7222
Chhattisgarh,India,744602,8810,614693,121099
Dadra and Nagar Haveli and Daman and Diu,India,7712,4,5841,1867
Delhi,India,1174552,16559,1061246,96747
Goa,India,93355,1222,68249,23884
Gujarat,India,581624,7355,429130,145139
Haryana,India,501566,4341,394709,102516
Himachal Pradesh,India,102038,1525,80585,19928
Jammu and Kashmir,India,179915,2330,147242,30343
Jharkhand,India,239734,2829,178468,58437
Karnataka,India,1564132,15794,1143250,405088
Kerala,India,1606819,5356,1277294,324169
Ladakh,India,14086,144,12542,1400
Lakshadweep,India,2923,4,1481,1438
Madhya Pradesh,India,575706,5718,481477,88511
Maharashtra,India,4665754,69615,3930302,665837
Manipur,India,31905,410,29843,1652
Meghalaya,India,17108,174,15275,1659
Mizoram,India,6299,15,4985,1299
Nagaland,India,14134,107,12674,1353
Odisha,India,454607,2054,391048,61505
Puducherry,India,60001,817,48921,10263
Punjab,India,377990,9160,310601,58229
Rajasthan,India,615653,4399,428953,182301
Sikkim,India,8211,148,6416,1647
Tamil Nadu,India,1186344,14193,1054746,117405
Telangana,India,450790,2368,367727,80695
Tripura,India,35589,398,33720,1471
Uttar Pradesh,India,1282504,12874,967797,301833
Uttarakhand,India,186014,2731,132156,51127
West Bengal,India,845878,11447,717772,116659
