Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6964,113,6660,191
Andhra Pradesh,India,1671742,10738,1487382,173622
Arunachal Pradesh,India,26778,114,22746,3918
Assam,India,403623,3245,344083,56295
Bihar,India,704173,5052,678036,21085
Chandigarh,India,59740,740,56534,2466
Chhattisgarh,India,967645,12979,911752,42914
Dadra and Nagar Haveli and Daman and Diu,India,10214,4,9877,333
Delhi,India,1424646,24073,1387538,13035
Goa,India,154419,2597,136766,15056
Gujarat,India,805617,9790,757124,38703
Haryana,India,753937,8132,722711,23094
Himachal Pradesh,India,188604,3086,168529,16989
Jammu and Kashmir,India,286684,3841,243588,39255
Jharkhand,India,336240,4958,320336,10946
Karnataka,India,2567449,28298,2189064,350087
Kerala,India,2494385,8455,2252505,233425
Ladakh,India,18448,187,16658,1603
Lakshadweep,India,7631,31,5622,1978
Madhya Pradesh,India,777349,7959,738491,30899
Maharashtra,India,5713215,94030,5339838,279347
Manipur,India,48850,776,40044,8030
Meghalaya,India,34448,551,26156,7741
Mizoram,India,11988,36,8863,3089
Nagaland,India,21371,350,16039,4982
Odisha,India,747143,2686,658646,85811
Puducherry,India,102896,1497,88246,13153
Punjab,India,562831,14305,506349,42177
Rajasthan,India,936162,8251,871283,56628
Sikkim,India,14907,247,10829,3831
Tamil Nadu,India,2039716,23261,1706298,310157
Telangana,India,574026,3247,533862,36917
Tripura,India,50739,507,43190,7042
Uttar Pradesh,India,1688152,20208,1621743,46201
Uttarakhand,India,327112,6360,289642,31110
West Bengal,India,1354956,15268,1237290,102398
