Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6311,72,6030,209
Andhra Pradesh,India,1245374,8519,1050160,186695
Arunachal Pradesh,India,19802,60,17849,1893
Assam,India,283313,1578,246242,35493
Bihar,India,567269,3139,449063,115067
Chandigarh,India,48442,549,39388,8505
Chhattisgarh,India,830117,10158,688918,131041
Dadra and Nagar Haveli and Daman and Diu,India,8596,4,7135,1457
Delhi,India,1292867,18739,1183093,91035
Goa,India,112462,1557,79189,31716
Gujarat,India,658036,8154,503497,146385
Haryana,India,587682,5299,466420,115963
Himachal Pradesh,India,122906,1793,91600,29513
Jammu and Kashmir,India,206954,2612,160035,44307
Jharkhand,India,276062,3615,211270,61177
Karnataka,India,1838885,17804,1284420,536661
Kerala,India,1824856,5682,1416177,402997
Ladakh,India,15023,152,13471,1400
Lakshadweep,India,3629,9,2493,1127
Madhya Pradesh,India,649114,6244,547447,95423
Maharashtra,India,4996758,74413,4265326,657019
Manipur,India,34333,449,30378,3506
Meghalaya,India,18927,199,16262,2466
Mizoram,India,7382,17,5459,1906
Nagaland,India,15580,122,13025,2433
Odisha,India,512400,2140,431658,78602
Puducherry,India,68373,920,54375,13078
Punjab,India,424647,10144,344779,69724
Rajasthan,India,720799,5346,516306,199147
Sikkim,India,9451,160,6893,2398
Tamil Nadu,India,1323965,15171,1173439,135355
Telangana,India,487199,2666,413225,71308
Tripura,India,37208,405,34270,2533
Uttar Pradesh,India,1453679,14873,1184688,254118
Uttarakhand,India,229993,3430,158872,67691
West Bengal,India,954282,12076,818108,124098
