Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6917,109,6591,217
Andhra Pradesh,India,1643557,10531,1446244,186782
Arunachal Pradesh,India,25820,109,22019,3692
Assam,India,392574,3088,334418,55068
Bihar,India,700897,4943,667506,28448
Chandigarh,India,59416,729,55558,3129
Chhattisgarh,India,962368,12848,900100,49420
Dadra and Nagar Haveli and Daman and Diu,India,10152,4,9778,370
Delhi,India,1422549,23812,1382359,16378
Goa,India,152401,2538,134164,15699
Gujarat,India,800866,9734,742050,49082
Haryana,India,750062,7939,713934,28189
Himachal Pradesh,India,185819,2992,162643,20184
Jammu and Kashmir,India,281628,3739,235617,42272
Jharkhand,India,334730,4926,316707,13097
Karnataka,India,2523998,27405,2094369,402224
Kerala,India,2448554,8063,2198135,242356
Ladakh,India,18186,185,16345,1656
Lakshadweep,India,7364,28,5136,2200
Madhya Pradesh,India,773855,7828,727700,38327
Maharashtra,India,5672180,92225,5276203,303752
Manipur,India,47111,748,38901,7462
Meghalaya,India,33104,524,24325,8255
Mizoram,India,11382,34,8487,2861
Nagaland,India,21023,338,15744,4941
Odisha,India,732739,2618,623628,106493
Puducherry,India,100677,1455,84749,14473
Punjab,India,556089,14004,493854,48231
Rajasthan,India,931200,8103,851998,71099
Sikkim,India,14214,240,10370,3604
Tamil Nadu,India,1978621,22289,1643284,313048
Telangana,India,567517,3207,526043,38267
Tripura,India,49290,485,41590,7215
Uttar Pradesh,India,1683865,19899,1605696,58270
Uttarakhand,India,323483,6201,278045,39237
West Bengal,India,1331249,14975,1199120,117154
