Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,6984,114,6683,187
Andhra Pradesh,India,1685142,10832,1508515,165795
Arunachal Pradesh,India,26950,115,23052,3783
Assam,India,406868,3300,349773,53795
Bihar,India,705648,5104,682166,18378
Chandigarh,India,59922,745,57043,2134
Chhattisgarh,India,969300,13016,917023,39261
Dadra and Nagar Haveli and Daman and Diu,India,10256,4,9913,339
Delhi,India,1425592,24151,1389341,12100
Goa,India,155064,2625,138429,14010
Gujarat,India,807488,9815,762270,35403
Haryana,India,755389,8221,726081,21087
Himachal Pradesh,India,189465,3127,171398,14940
Jammu and Kashmir,India,288940,3870,247393,37677
Jharkhand,India,336943,4977,322060,9906
Karnataka,India,2587827,28679,2217117,342031
Kerala,India,2514279,8641,2281518,224120
Ladakh,India,18497,188,16754,1555
Lakshadweep,India,7928,32,5890,2006
Madhya Pradesh,India,778825,8019,743550,27256
Maharashtra,India,5731815,94844,5362370,274601
Manipur,India,49882,793,40607,8482
Meghalaya,India,35190,564,27130,7496
Mizoram,India,12087,38,9015,3034
Nagaland,India,21563,363,16151,5049
Odisha,India,756684,2719,670527,83438
Puducherry,India,103826,1518,90141,12167
Punjab,India,565415,14432,511720,39263
Rajasthan,India,938460,8317,880919,49224
Sikkim,India,15171,250,10960,3961
Tamil Nadu,India,2068580,23754,1739280,305546
Telangana,India,575827,3263,537522,35042
Tripura,India,51133,513,44063,6557
Uttar Pradesh,India,1690016,20346,1628456,41214
Uttarakhand,India,328338,6401,291580,30357
West Bengal,India,1366240,15410,1255932,94898
