Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5816,67,5606,143
Andhra Pradesh,India,1069544,7871,954062,107611
Arunachal Pradesh,India,18062,58,17038,966
Assam,India,246847,1255,222397,23195
Bihar,India,441375,2391,340236,98748
Chandigarh,India,41122,457,34359,6306
Chhattisgarh,India,697902,8061,570995,118846
Dadra and Nagar Haveli and Daman and Diu,India,7067,4,5084,1979
Delhi,India,1098051,15377,979250,103424
Goa,India,85009,1110,65070,18829
Gujarat,India,538845,6830,398824,133191
Haryana,India,460198,4021,367317,88860
Himachal Pradesh,India,93889,1420,76371,16098
Jammu and Kashmir,India,169077,2227,142537,24313
Jharkhand,India,221489,2395,164278,54816
Karnataka,India,1439822,15036,1095883,328903
Kerala,India,1495377,5211,1223185,266981
Ladakh,India,13758,139,11937,1682
Lakshadweep,India,2401,1,1198,1167
Madhya Pradesh,India,538165,5424,439968,92773
Maharashtra,India,4473394,67214,3730729,675451
Manipur,India,31001,395,29376,1230
Meghalaya,India,16430,167,14788,1475
Mizoram,India,5880,13,4792,1075
Nagaland,India,13569,100,12516,953
Odisha,India,428515,2017,375721,50777
Puducherry,India,56305,781,47080,8444
Punjab,India,358186,8772,295988,53426
Rajasthan,India,563577,3926,396279,163372
Sikkim,India,7577,143,6328,1106
Tamil Nadu,India,1130167,13826,1006033,110308
Telangana,India,427960,2208,349692,76060
Tripura,India,35028,396,33562,1070
Uttar Pradesh,India,1182848,11943,870864,300041
Uttarakhand,India,168616,2417,120816,45383
West Bengal,India,793552,11159,676581,105812
