Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5764,66,5562,136
Andhra Pradesh,India,1054875,7800,947629,99446
Arunachal Pradesh,India,17898,58,17021,819
Assam,India,243802,1233,221299,21270
Bihar,India,428001,2307,331418,94276
Chandigarh,India,40350,446,33924,5980
Chhattisgarh,India,682339,7782,555489,119068
Dadra and Nagar Haveli and Daman and Diu,India,6912,4,4883,2025
Delhi,India,1072065,15009,958792,98264
Goa,India,81908,1086,64231,16591
Gujarat,India,524725,6656,390229,127840
Haryana,India,447754,3926,359699,84129
Himachal Pradesh,India,91350,1387,74812,15151
Jammu and Kashmir,India,166054,2197,141574,22283
Jharkhand,India,213414,2246,159916,51252
Karnataka,India,1400775,14807,1084050,301918
Kerala,India,1460364,5170,1207680,247514
Ladakh,India,13642,139,11800,1703
Lakshadweep,India,2247,1,1067,1202
Madhya Pradesh,India,525407,5319,425812,94276
Maharashtra,India,4410085,66179,3669548,674358
Manipur,India,30742,393,29317,1032
Meghalaya,India,16271,165,14650,1456
Mizoram,India,5742,13,4743,986
Nagaland,India,13445,99,12472,874
Odisha,India,420129,2007,371200,46922
Puducherry,India,55047,771,46448,7828
Punjab,India,351282,8630,290716,51936
Rajasthan,India,546964,3806,387976,155182
Sikkim,India,7426,142,6302,982
Tamil Nadu,India,1113502,13728,990919,108855
Telangana,India,419966,2150,345683,72133
Tripura,India,34862,396,33549,917
Uttar Pradesh,India,1153097,11678,834961,306458
Uttarakhand,India,162562,2309,117221,43032
West Bengal,India,776345,11082,664648,100615
