Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5190,62,5040,88
Andhra Pradesh,India,925401,7300,897147,20954
Arunachal Pradesh,India,16882,56,16790,36
Assam,India,220310,1118,215943,3249
Bihar,India,283229,1610,266923,14696
Chandigarh,India,30743,399,27037,3307
Chhattisgarh,India,443297,4899,348121,90277
Dadra and Nagar Haveli and Daman and Diu,India,4083,2,3687,394
Delhi,India,725197,11283,679573,34341
Goa,India,62304,848,57134,4322
Gujarat,India,347495,4800,315127,27568
Haryana,India,316881,3268,292632,20981
Himachal Pradesh,India,69686,1115,63202,5369
Jammu and Kashmir,India,138390,2034,129021,7335
Jharkhand,India,139384,1213,124238,13933
Karnataka,India,1065290,12889,983157,69244
Kerala,India,1167190,4783,1117700,44707
Ladakh,India,10780,131,10037,612
Lakshadweep,India,799,1,736,62
Madhya Pradesh,India,338145,4184,298645,35316
Maharashtra,India,3407245,57987,2782161,567097
Manipur,India,29496,376,29013,107
Meghalaya,India,14273,151,13933,189
Mizoram,India,4619,12,4464,143
Nagaland,India,12405,93,12155,157
Odisha,India,349561,1926,340062,7573
Puducherry,India,44043,691,41036,2316
Punjab,India,272772,7507,237391,27874
Rajasthan,India,363793,2926,328881,31986
Sikkim,India,6405,136,6100,169
Tamil Nadu,India,933434,12908,878571,41955
Telangana,India,329529,1765,305900,21864
Tripura,India,33743,394,33106,243
Uttar Pradesh,India,692015,9152,611622,71241
Uttarakhand,India,108812,1760,99729,7323
West Bengal,India,614896,10400,580515,23981
