Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5331,64,5146,121
Andhra Pradesh,India,955455,7388,907598,40469
Arunachal Pradesh,India,16967,56,16806,105
Assam,India,223816,1129,216546,6141
Bihar,India,315427,1722,274207,39498
Chandigarh,India,33309,410,29485,3414
Chhattisgarh,India,532495,5738,396357,130400
Dadra and Nagar Haveli and Daman and Diu,India,4748,4,3823,921
Delhi,India,827998,11960,746239,69799
Goa,India,66261,872,58746,6643
Gujarat,India,394229,5267,333564,55398
Haryana,India,349794,3386,307850,38558
Himachal Pradesh,India,75587,1180,65963,8444
Jammu and Kashmir,India,145166,2051,132205,10910
Jharkhand,India,158953,1406,131928,25619
Karnataka,India,1141998,13270,1009549,119179
Kerala,India,1221167,4904,1135921,80342
Ladakh,India,12071,133,10267,1671
Lakshadweep,India,945,1,765,280
Madhya Pradesh,India,395832,4491,327452,63889
Maharashtra,India,3770707,59970,3061174,649563
Manipur,India,29649,376,29083,190
Meghalaya,India,14798,152,13997,649
Mizoram,India,4859,12,4483,364
Nagaland,India,12536,94,12275,167
Odisha,India,364594,1942,344825,17827
Puducherry,India,47108,705,42313,4090
Punjab,India,295138,7834,254805,32499
Rajasthan,India,404355,3109,341247,59999
Sikkim,India,6591,136,6150,305
Tamil Nadu,India,980728,13071,902022,65635
Telangana,India,351424,1824,312563,37037
Tripura,India,34002,394,33163,445
Uttar Pradesh,India,821054,9703,641292,170059
Uttarakhand,India,121403,1856,104161,15386
West Bengal,India,651508,10540,595668,45300
