Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5149,62,5027,60
Andhra Pradesh,India,915832,7268,893651,14913
Arunachal Pradesh,India,16873,56,16788,29
Assam,India,219272,1112,215790,2370
Bihar,India,273830,1595,264730,7505
Chandigarh,India,29521,389,26017,3115
Chhattisgarh,India,407231,4563,334543,68125
Dadra and Nagar Haveli and Daman and Diu,India,3842,2,3631,209
Delhi,India,698005,11157,663667,23181
Goa,India,60811,842,56638,3331
Gujarat,India,332474,4655,307346,20473
Haryana,India,307510,3230,287151,17129
Himachal Pradesh,India,67511,1096,61902,4513
Jammu and Kashmir,India,135662,2019,128020,5623
Jharkhand,India,132790,1158,122383,9249
Karnataka,India,1040130,12767,973949,53414
Kerala,India,1148947,4728,1110283,33936
Ladakh,India,10503,130,9868,505
Lakshadweep,India,778,1,719,58
Madhya Pradesh,India,322338,4113,290165,28060
Maharashtra,India,3229547,57028,2649757,522762
Manipur,India,29463,375,29001,87
Meghalaya,India,14165,151,13883,131
Mizoram,India,4558,11,4454,93
Nagaland,India,12381,92,12143,146
Odisha,India,345526,1923,338890,4713
Puducherry,India,43242,687,40555,2000
Punjab,India,263090,7334,229367,26389
Rajasthan,India,350317,2866,326299,21152
Sikkim,India,6323,136,6090,97
Tamil Nadu,India,915386,12840,872415,30131
Telangana,India,321182,1746,303964,15472
Tripura,India,33644,393,33103,148
Uttar Pradesh,India,654404,9003,606063,39338
Uttarakhand,India,105498,1744,98712,5042
West Bengal,India,602807,10370,576328,16109
