Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5109,62,4990,57
Andhra Pradesh,India,907676,7239,890137,10300
Arunachal Pradesh,India,16849,56,16785,8
Assam,India,218670,1109,215597,1964
Bihar,India,268377,1583,263233,3561
Chandigarh,India,28194,383,24661,3150
Chhattisgarh,India,369046,4319,326277,38450
Dadra and Nagar Haveli and Daman and Diu,India,3744,2,3538,204
Delhi,India,676414,11081,651351,13982
Goa,India,59068,835,56156,2077
Gujarat,India,318438,4566,298737,15135
Haryana,India,298133,3191,282368,12574
Himachal Pradesh,India,65242,1070,60595,3577
Jammu and Kashmir,India,133012,2008,127049,3955
Jharkhand,India,127246,1130,120872,5244
Karnataka,India,1015155,12625,963419,39111
Kerala,India,1135233,4668,1102359,28206
Ladakh,India,10255,130,9802,323
Lakshadweep,India,741,1,704,36
Madhya Pradesh,India,306851,4040,281476,21335
Maharashtra,India,3010597,55878,2522823,431896
Manipur,India,29423,374,28988,61
Meghalaya,India,14122,150,13870,102
Mizoram,India,4491,11,4439,41
Nagaland,India,12363,92,12138,133
Odisha,India,342695,1922,337935,2838
Puducherry,India,42359,684,40083,1592
Punjab,India,251460,7083,219063,25314
Rajasthan,India,339325,2829,323618,12878
Sikkim,India,6257,135,6071,51
Tamil Nadu,India,899807,12778,865071,21958
Telangana,India,313237,1723,302768,8746
Tripura,India,33540,392,33085,63
Uttar Pradesh,India,630059,8881,601440,19738
Uttarakhand,India,102264,1727,97520,3017
West Bengal,India,593615,10344,573118,10153
