Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5716,66,5520,130
Andhra Pradesh,India,1043441,7736,940574,95131
Arunachal Pradesh,India,17775,58,16993,724
Assam,India,240670,1215,220344,19111
Bihar,India,415397,2222,323514,89661
Chandigarh,India,39513,440,33498,5575
Chhattisgarh,India,667446,7536,538558,121352
Dadra and Nagar Haveli and Daman and Diu,India,6726,4,4700,2022
Delhi,India,1047916,14628,940930,92358
Goa,India,79798,1055,63483,15260
Gujarat,India,510373,6486,382426,121461
Haryana,India,435823,3842,352515,79466
Himachal Pradesh,India,89193,1363,73504,14326
Jammu and Kashmir,India,162890,2172,140117,20601
Jharkhand,India,207288,2115,155669,49504
Karnataka,India,1368945,14627,1073257,281061
Kerala,India,1427545,5138,1189267,233140
Ladakh,India,13502,138,11507,1857
Lakshadweep,India,2126,1,947,1179
Madhya Pradesh,India,511990,5221,414235,92534
Maharashtra,India,4343727,65284,3601796,676647
Manipur,India,30567,390,29267,910
Meghalaya,India,16124,161,14560,1403
Mizoram,India,5513,13,4731,769
Nagaland,India,13238,98,12413,727
Odisha,India,414056,1997,367111,44948
Puducherry,India,54026,758,45758,7510
Punjab,India,345366,8530,286942,49894
Rajasthan,India,530875,3685,380550,146640
Sikkim,India,7329,140,6261,928
Tamil Nadu,India,1097672,13651,976876,107145
Telangana,India,411905,2094,340590,69221
Tripura,India,34738,394,33514,830
Uttar Pradesh,India,1120176,11414,804563,304199
Uttarakhand,India,156859,2213,115615,39031
West Bengal,India,759942,11009,653984,94949
