Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5390,64,5200,126
Andhra Pradesh,India,962037,7410,909941,44686
Arunachal Pradesh,India,16987,56,16809,122
Assam,India,224455,1135,216705,6615
Bihar,India,324117,1749,277667,44701
Chandigarh,India,33934,413,29896,3625
Chhattisgarh,India,544840,5908,410913,128019
Dadra and Nagar Haveli and Daman and Diu,India,4803,4,3876,923
Delhi,India,853460,12121,766398,74941
Goa,India,67212,883,59277,7052
Gujarat,India,404569,5377,337545,61647
Haryana,India,356971,3415,311339,42217
Himachal Pradesh,India,76375,1190,66489,8696
Jammu and Kashmir,India,146692,2057,133168,11467
Jharkhand,India,162945,1456,133479,28010
Karnataka,India,1161065,13351,1014152,133562
Kerala,India,1239424,4929,1140486,94009
Ladakh,India,12131,133,10351,1647
Lakshadweep,India,1051,1,770,390
Madhya Pradesh,India,408080,4557,334947,68576
Maharashtra,India,3839338,60473,3106828,672037
Manipur,India,29721,376,29090,255
Meghalaya,India,14871,153,14038,680
Mizoram,India,4904,12,4509,383
Nagaland,India,12555,94,12285,176
Odisha,India,368258,1944,346134,20180
Puducherry,India,47771,708,42595,4468
Punjab,India,300038,7902,257946,34190
Rajasthan,India,414617,3151,344331,67135
Sikkim,India,6696,136,6161,399
Tamil Nadu,India,991451,13113,907947,70391
Telangana,India,355433,1838,314441,39154
Tripura,India,34034,394,33178,462
Uttar Pradesh,India,851620,9830,650333,191457
Uttarakhand,India,124033,1868,104872,17293
West Bengal,India,659927,10568,599721,49638
