Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5614,66,5410,138
Andhra Pradesh,India,1020926,7616,931839,81471
Arunachal Pradesh,India,17546,56,16940,550
Assam,India,235689,1186,218958,15545
Bihar,India,390801,2087,306753,81961
Chandigarh,India,37943,433,32608,4902
Chhattisgarh,India,639696,7111,509622,122963
Dadra and Nagar Haveli and Daman and Diu,India,6379,4,4471,1904
Delhi,India,1004782,13898,897804,93080
Goa,India,75184,993,62113,12078
Gujarat,India,481737,6171,367972,107594
Haryana,India,413334,3703,340247,69384
Himachal Pradesh,India,86138,1304,71423,13411
Jammu and Kashmir,India,158374,2126,138184,18064
Jharkhand,India,195844,1888,148364,45592
Karnataka,India,1304397,14283,1055612,234502
Kerala,India,1377186,5080,1173202,198904
Ladakh,India,13237,136,11129,1972
Lakshadweep,India,1962,1,917,1044
Madhya Pradesh,India,485703,5041,391299,89363
Maharashtra,India,4228836,63928,3468610,696298
Manipur,India,30281,383,29193,705
Meghalaya,India,15786,158,14384,1244
Mizoram,India,5388,13,4663,712
Nagaland,India,13003,95,12350,558
Odisha,India,401341,1981,359467,39893
Puducherry,India,52271,737,44767,6767
Punjab,India,332110,8356,277189,46565
Rajasthan,India,498628,3527,367485,127616
Sikkim,India,7158,137,6223,798
Tamil Nadu,India,1066329,13475,952186,100668
Telangana,India,395232,1999,330304,62929
Tripura,India,34529,394,33408,727
Uttar Pradesh,India,1051314,10959,752211,288144
Uttarakhand,India,147433,2102,112001,33330
West Bengal,India,728061,10884,635802,81375
