Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5875,67,5643,165
Andhra Pradesh,India,1084336,7928,962250,114158
Arunachal Pradesh,India,18256,59,17085,1112
Assam,India,249926,1281,224194,24451
Bihar,India,454464,2480,351162,100822
Chandigarh,India,41923,465,34806,6652
Chhattisgarh,India,713706,8312,587484,117910
Dadra and Nagar Haveli and Daman and Diu,India,7334,4,5249,2081
Delhi,India,1122286,15772,1008537,97977
Goa,India,88028,1146,65984,20898
Gujarat,India,553172,7010,408368,137794
Haryana,India,474145,4118,376852,93175
Himachal Pradesh,India,96929,1460,77634,17835
Jammu and Kashmir,India,172551,2253,144154,26144
Jharkhand,India,227450,2540,169033,55877
Karnataka,India,1474846,15306,1110025,349515
Kerala,India,1533984,5259,1244301,284424
Ladakh,India,13866,140,12129,1597
Lakshadweep,India,2662,4,1382,1276
Madhya Pradesh,India,550927,5519,453331,92077
Maharashtra,India,4539553,67985,3799266,672302
Manipur,India,31315,400,29690,1225
Meghalaya,India,16617,169,14917,1531
Mizoram,India,6019,14,4882,1123
Nagaland,India,13750,100,12577,1073
Odisha,India,435513,2029,380400,53084
Puducherry,India,57427,793,47645,8989
Punjab,India,364910,8909,301047,54954
Rajasthan,India,580846,4084,407243,169519
Sikkim,India,7747,146,6354,1247
Tamil Nadu,India,1148064,13933,1021575,112556
Telangana,India,435606,2261,355618,77727
Tripura,India,35169,396,33612,1161
Uttar Pradesh,India,1217952,12238,896477,309237
Uttarakhand,India,174867,2502,124046,48319
West Bengal,India,810955,11248,689466,110241
