Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5289,63,5110,116
Andhra Pradesh,India,948231,7373,905266,35592
Arunachal Pradesh,India,16948,56,16800,92
Assam,India,222940,1127,216397,5416
Bihar,India,307557,1688,272403,33466
Chandigarh,India,32878,408,29047,3423
Chhattisgarh,India,516412,5580,386529,124303
Dadra and Nagar Haveli and Daman and Diu,India,4681,4,3798,879
Delhi,India,803623,11793,730825,61005
Goa,India,65499,868,58310,6321
Gujarat,India,384688,5170,329781,49737
Haryana,India,342077,3354,304906,33817
Himachal Pradesh,India,74195,1168,65316,7711
Jammu and Kashmir,India,144021,2048,131353,10620
Jharkhand,India,155115,1376,130694,23045
Karnataka,India,1124509,13190,1003985,107334
Kerala,India,1207332,4877,1132267,70188
Ladakh,India,11709,132,10214,1363
Lakshadweep,India,945,1,765,179
Madhya Pradesh,India,384563,4425,320955,59183
Maharashtra,India,3703584,59551,3004391,639642
Manipur,India,29610,376,29069,165
Meghalaya,India,14703,152,13986,565
Mizoram,India,4809,12,4482,315
Nagaland,India,12504,94,12271,139
Odisha,India,361450,1938,343522,15990
Puducherry,India,46393,702,42115,3576
Punjab,India,290707,7772,252190,30745
Rajasthan,India,395309,3072,338424,53813
Sikkim,India,6519,136,6142,241
Tamil Nadu,India,971384,13032,896759,61593
Telangana,India,346331,1809,311008,33514
Tripura,India,33933,394,33156,383
Uttar Pradesh,India,793720,9583,633461,150676
Uttarakhand,India,118646,1819,103281,13546
West Bengal,India,643795,10506,592242,41047
