Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5175,62,5038,75
Andhra Pradesh,India,921906,7291,895949,18666
Arunachal Pradesh,India,16878,56,16790,32
Assam,India,219958,1117,215907,2934
Bihar,India,279473,1604,265870,11999
Chandigarh,India,30341,396,26680,3265
Chhattisgarh,India,432776,4777,342139,85860
Dadra and Nagar Haveli and Daman and Diu,India,4014,2,3667,345
Delhi,India,714423,11235,674415,28773
Goa,India,61779,846,56964,3969
Gujarat,India,342026,4746,312151,25129
Haryana,India,313441,3252,290736,19453
Himachal Pradesh,India,69114,1115,62776,5223
Jammu and Kashmir,India,137475,2029,128691,6755
Jharkhand,India,137088,1192,123603,12293
Karnataka,India,1055040,12849,980519,61672
Kerala,India,1160204,4767,1115342,40095
Ladakh,India,10765,131,10023,611
Lakshadweep,India,794,1,733,60
Madhya Pradesh,India,332206,4160,295339,32707
Maharashtra,India,3343951,57638,2748153,538160
Manipur,India,29486,375,29010,101
Meghalaya,India,14246,151,13893,202
Mizoram,India,4612,11,4458,143
Nagaland,India,12400,92,12152,156
Odisha,India,348182,1926,339603,6653
Puducherry,India,43737,689,40830,2218
Punjab,India,269733,7448,234270,28015
Rajasthan,India,358688,2916,327866,27906
Sikkim,India,6351,136,6099,116
Tamil Nadu,India,926816,12886,876257,37673
Telangana,India,327278,1759,305335,20184
Tripura,India,33733,393,33104,236
Uttar Pradesh,India,676739,9085,608853,58801
Uttarakhand,India,107479,1752,99486,6241
West Bengal,India,610498,10390,578742,21366
