Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5131,62,5020,49
Andhra Pradesh,India,913274,7262,892736,13276
Arunachal Pradesh,India,16861,56,16788,17
Assam,India,219027,1111,215722,2194
Bihar,India,271919,1591,264402,5926
Chandigarh,India,29197,388,25688,3121
Chhattisgarh,India,396579,4469,333227,58883
Dadra and Nagar Haveli and Daman and Diu,India,3812,2,3619,191
Delhi,India,690568,11133,659980,19455
Goa,India,60229,840,56531,2858
Gujarat,India,328453,4620,305149,18684
Haryana,India,304638,3219,286182,15237
Himachal Pradesh,India,66890,1090,61642,4158
Jammu and Kashmir,India,134827,2018,127774,5035
Jharkhand,India,130908,1151,121885,7872
Karnataka,India,1033560,12731,971556,49273
Kerala,India,1144594,4710,1108078,31806
Ladakh,India,10412,130,9836,446
Lakshadweep,India,770,1,716,53
Madhya Pradesh,India,318014,4086,287869,26059
Maharashtra,India,3173261,56652,2613627,502982
Manipur,India,29447,374,28998,75
Meghalaya,India,14140,150,13882,108
Mizoram,India,4522,11,4451,60
Nagaland,India,12376,92,12143,141
Odisha,India,344647,1923,338662,4062
Puducherry,India,42949,687,40442,1820
Punjab,India,260020,7278,226887,25855
Rajasthan,India,346791,2866,325779,18146
Sikkim,India,6317,136,6086,95
Tamil Nadu,India,911110,12821,870546,27743
Telangana,India,319054,1741,303601,13712
Tripura,India,33612,393,33095,124
Uttar Pradesh,India,645930,8964,604979,31987
Uttarakhand,India,104711,1741,98444,4526
West Bengal,India,600024,10363,575371,14290
