Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5247,63,5078,106
Andhra Pradesh,India,937049,7339,901327,28383
Arunachal Pradesh,India,16912,56,16792,64
Assam,India,221868,1122,216199,4547
Bihar,India,295171,1651,269795,23725
Chandigarh,India,31985,404,28210,3371
Chhattisgarh,India,486244,5307,362301,118636
Dadra and Nagar Haveli and Daman and Diu,India,4420,2,3756,662
Delhi,India,767438,11540,705162,50736
Goa,India,63815,857,57846,5112
Gujarat,India,367616,4995,323371,39250
Haryana,India,329942,3316,299205,27421
Himachal Pradesh,India,72319,1148,64242,6929
Jammu and Kashmir,India,141736,2042,130304,9390
Jharkhand,India,147792,1292,127976,18524
Karnataka,India,1094912,13046,996367,85499
Kerala,India,1189175,4836,1125775,58564
Ladakh,India,11278,132,10095,1051
Lakshadweep,India,845,1,746,98
Madhya Pradesh,India,363352,4312,309489,49551
Maharashtra,India,3578160,58804,2905721,613635
Manipur,India,29561,376,29052,133
Meghalaya,India,14485,151,13971,363
Mizoram,India,4722,12,4470,240
Nagaland,India,12440,93,12263,84
Odisha,India,355353,1933,341733,11687
Puducherry,India,45449,698,41719,3032
Punjab,India,282505,7672,246583,28250
Rajasthan,India,381292,3008,333379,44905
Sikkim,India,6456,136,6127,193
Tamil Nadu,India,954948,12970,887663,54315
Telangana,India,338045,1788,308396,27861
Tripura,India,33871,394,33143,334
Uttar Pradesh,India,744021,9376,622810,111835
Uttarakhand,India,114024,1793,101461,10770
West Bengal,India,630116,10458,587037,32621
