Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5116,62,5001,53
Andhra Pradesh,India,909002,7244,891048,10710
Arunachal Pradesh,India,16851,56,16785,10
Assam,India,218740,1109,215657,1974
Bihar,India,269312,1586,263582,4144
Chandigarh,India,28479,384,25033,3062
Chhattisgarh,India,376348,4363,327689,44296
Dadra and Nagar Haveli and Daman and Diu,India,3770,2,3556,212
Delhi,India,679962,11096,654277,14589
Goa,India,59315,837,56298,2180
Gujarat,India,321598,4581,300765,16252
Haryana,India,300173,3199,283869,13105
Himachal Pradesh,India,65809,1076,60905,3828
Jammu and Kashmir,India,133454,2010,127290,4154
Jharkhand,India,128332,1140,121310,5882
Karnataka,India,1020434,12657,965275,42502
Kerala,India,1137590,4680,1104225,28685
Ladakh,India,10303,130,9810,363
Lakshadweep,India,744,1,712,31
Madhya Pradesh,India,310249,4055,283540,22654
Maharashtra,India,3057885,56033,2549075,452777
Manipur,India,29428,374,28997,57
Meghalaya,India,14126,150,13877,99
Mizoram,India,4500,11,4444,45
Nagaland,India,12365,92,12138,135
Odisha,India,343268,1922,338150,3196
Puducherry,India,42539,684,40178,1677
Punjab,India,254152,7155,221578,25419
Rajasthan,India,341754,2841,324145,14768
Sikkim,India,6263,136,6071,56
Tamil Nadu,India,903479,12789,866913,23777
Telangana,India,314735,1729,303013,9993
Tripura,India,33554,392,33091,71
Uttar Pradesh,India,634033,8894,602319,22820
Uttarakhand,India,102811,1729,97881,3201
West Bengal,India,595576,10348,573782,11446
