Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5123,62,5010,51
Andhra Pradesh,India,910943,7251,891883,11809
Arunachal Pradesh,India,16853,56,16786,11
Assam,India,218832,1111,215691,2030
Bihar,India,270392,1588,263849,4955
Chandigarh,India,28798,386,25375,3037
Chhattisgarh,India,386269,4416,329408,52445
Dadra and Nagar Haveli and Daman and Diu,India,3788,2,3590,196
Delhi,India,685062,11113,656617,17332
Goa,India,59702,838,56393,2471
Gujarat,India,324878,4598,302932,17348
Haryana,India,302272,3208,284984,14080
Himachal Pradesh,India,66237,1081,61416,3740
Jammu and Kashmir,India,134015,2012,127520,4483
Jharkhand,India,129596,1144,121608,6844
Karnataka,India,1026584,12696,968762,45126
Kerala,India,1141092,4694,1106123,30275
Ladakh,India,10353,130,9824,399
Lakshadweep,India,751,1,712,38
Madhya Pradesh,India,313971,4073,285743,24155
Maharashtra,India,3113354,56330,2583331,473693
Manipur,India,29435,374,28998,63
Meghalaya,India,14135,150,13881,104
Mizoram,India,4508,11,4447,50
Nagaland,India,12365,92,12140,133
Odisha,India,343856,1922,338416,3518
Puducherry,India,42776,686,40317,1773
Punjab,India,257057,7216,223928,25913
Rajasthan,India,343990,2854,324996,16140
Sikkim,India,6286,136,6085,65
Tamil Nadu,India,907124,12804,868722,25598
Telangana,India,316649,1734,303298,11617
Tripura,India,33575,393,33092,90
Uttar Pradesh,India,639928,8924,603495,27509
Uttarakhand,India,103602,1736,98259,3607
West Bengal,India,597634,10355,574504,12775
