Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5098,62,4987,49
Andhra Pradesh,India,905946,7234,889295,9417
Arunachal Pradesh,India,16849,56,16785,8
Assam,India,218601,1107,215549,1945
Bihar,India,267513,1582,262988,2943
Chandigarh,India,27853,382,24309,3162
Chhattisgarh,India,363796,4283,323201,36312
Dadra and Nagar Haveli and Daman and Diu,India,3719,2,3518,199
Delhi,India,672381,11060,648674,12647
Goa,India,58803,834,55989,1980
Gujarat,India,315563,4552,296713,14298
Haryana,India,296229,3184,281258,11787
Himachal Pradesh,India,64838,1060,60337,3441
Jammu and Kashmir,India,132439,2005,126860,3574
Jharkhand,India,126458,1122,120723,4613
Karnataka,India,1010602,12610,961359,36633
Kerala,India,1132431,4658,1100186,27587
Ladakh,India,10226,130,9790,306
Lakshadweep,India,740,1,701,38
Madhya Pradesh,India,303673,4029,279275,20369
Maharashtra,India,2953523,55656,2495315,402552
Manipur,India,29415,374,28981,60
Meghalaya,India,14106,150,13868,88
Mizoram,India,4490,11,4439,40
Nagaland,India,12362,92,12138,132
Odisha,India,342224,1921,337635,2668
Puducherry,India,42132,684,39974,1474
Punjab,India,248454,7032,216108,25314
Rajasthan,India,337596,2827,323031,11738
Sikkim,India,6251,135,6068,48
Tamil Nadu,India,896226,12764,863258,20204
Telangana,India,312140,1717,302500,7923
Tripura,India,33537,392,33075,70
Uttar Pradesh,India,625923,8850,600577,16496
Uttarakhand,India,101714,1725,97351,2638
West Bengal,India,591658,10340,572474,8844
