Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5161,62,5028,71
Andhra Pradesh,India,918597,7279,894896,16422
Arunachal Pradesh,India,16875,56,16789,30
Assam,India,219553,1115,215828,2610
Bihar,India,276004,1598,265048,9358
Chandigarh,India,29943,393,26337,3213
Chhattisgarh,India,418678,4654,337156,76868
Dadra and Nagar Haveli and Daman and Diu,India,3884,2,3652,230
Delhi,India,706526,11196,668699,26631
Goa,India,61239,845,56797,3597
Gujarat,India,337015,4697,309626,22692
Haryana,India,310504,3241,289121,18142
Himachal Pradesh,India,68173,1103,62411,4659
Jammu and Kashmir,India,136470,2023,128332,6115
Jharkhand,India,134715,1175,122936,10604
Karnataka,India,1048085,12813,977169,58103
Kerala,India,1154010,4750,1112758,36502
Ladakh,India,10619,130,9932,557
Lakshadweep,India,784,1,728,55
Madhya Pradesh,India,327220,4136,292598,30486
Maharashtra,India,3288540,57329,2695148,536063
Manipur,India,29475,375,29009,91
Meghalaya,India,14207,151,13889,167
Mizoram,India,4583,11,4457,115
Nagaland,India,12388,92,12150,146
Odisha,India,346808,1924,339200,5684
Puducherry,India,43465,687,40694,2084
Punjab,India,266494,7390,231885,27219
Rajasthan,India,354287,2898,327304,24085
Sikkim,India,6329,136,6092,101
Tamil Nadu,India,920827,12863,874305,33659
Telangana,India,324091,1752,304548,17791
Tripura,India,33685,393,33104,188
Uttar Pradesh,India,663991,9039,606646,48306
Uttarakhand,India,106246,1749,99113,5384
West Bengal,India,606455,10378,577474,18603
