Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5209,62,5054,93
Andhra Pradesh,India,932892,7321,899721,25850
Arunachal Pradesh,India,16902,56,16791,55
Assam,India,221483,1119,216093,4271
Bihar,India,290385,1630,268606,20149
Chandigarh,India,31564,401,27793,3370
Chhattisgarh,India,471994,5187,357668,109139
Dadra and Nagar Haveli and Daman and Diu,India,4307,2,3727,578
Delhi,India,750156,11436,695210,43510
Goa,India,63342,853,57601,4888
Gujarat,India,360206,4922,320729,34555
Haryana,India,324544,3298,297039,24207
Himachal Pradesh,India,71394,1135,63990,6269
Jammu and Kashmir,India,140650,2037,129932,8681
Jharkhand,India,144594,1261,126178,17155
Karnataka,India,1083647,13008,992003,78636
Kerala,India,1180397,4814,1123133,52450
Ladakh,India,11070,131,10088,851
Lakshadweep,India,833,1,746,86
Madhya Pradesh,India,353632,4261,305832,43539
Maharashtra,India,3519208,58526,2866097,594585
Manipur,India,29540,376,29046,118
Meghalaya,India,14387,151,13966,270
Mizoram,India,4685,12,4469,204
Nagaland,India,12427,93,12160,174
Odisha,India,353086,1930,341123,10033
Puducherry,India,44973,696,41477,2800
Punjab,India,279203,7609,243410,28184
Rajasthan,India,375092,2979,331423,40690
Sikkim,India,6435,136,6124,175
Tamil Nadu,India,947129,12945,884199,49985
Telangana,India,334738,1780,307499,25459
Tripura,India,33844,394,33138,312
Uttar Pradesh,India,723582,9309,618293,95980
Uttarakhand,India,112071,1780,100938,9353
West Bengal,India,624224,10434,584740,29050
