Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5949,67,5701,181
Andhra Pradesh,India,1101690,7992,970718,122980
Arunachal Pradesh,India,18419,59,17134,1226
Assam,India,253123,1307,226643,25173
Bihar,India,470317,2560,362356,105401
Chandigarh,India,42647,478,35263,6906
Chhattisgarh,India,728700,8581,601161,118958
Dadra and Nagar Haveli and Daman and Diu,India,7504,4,5567,1933
Delhi,India,1149333,16147,1033825,99361
Goa,India,91052,1168,66939,22945
Gujarat,India,567777,7183,418548,142046
Haryana,India,487978,4216,386200,97562
Himachal Pradesh,India,99287,1497,79365,18425
Jammu and Kashmir,India,176083,2283,145441,28359
Jharkhand,India,233411,2660,173035,57716
Karnataka,India,1523142,15523,1124909,382710
Kerala,India,1571183,5308,1261801,304074
Ladakh,India,13969,143,12376,1450
Lakshadweep,India,2767,4,1439,1324
Madhya Pradesh,India,563327,5616,466915,90796
Maharashtra,India,4602472,68813,3868976,664683
Manipur,India,31586,405,29764,1417
Meghalaya,India,16846,171,15083,1592
Mizoram,India,6020,15,4926,1079
Nagaland,India,13976,104,12611,1261
Odisha,India,444194,2043,385414,56737
Puducherry,India,58622,805,48298,9519
Punjab,India,370973,9022,306153,55798
Rajasthan,India,598001,4239,417277,176485
Sikkim,India,7952,147,6373,1432
Tamil Nadu,India,1166756,14046,1037582,115128
Telangana,India,443360,2312,362160,78888
Tripura,India,35342,397,33679,1266
Uttar Pradesh,India,1252324,12570,928971,310783
Uttarakhand,India,180521,2624,128405,49492
West Bengal,India,828366,11344,703398,113624
