Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5569,65,5358,146
Andhra Pradesh,India,1009228,7579,927418,74231
Arunachal Pradesh,India,17430,56,16921,453
Assam,India,233453,1172,218339,13942
Bihar,India,378442,2010,300012,76420
Chandigarh,India,37232,430,32180,4622
Chhattisgarh,India,622965,6893,492593,123479
Dadra and Nagar Haveli and Daman and Diu,India,6142,4,4353,1785
Delhi,India,980679,13541,875109,92029
Goa,India,73644,976,61628,11040
Gujarat,India,467640,6019,361493,100128
Haryana,India,402843,3643,335143,64057
Himachal Pradesh,India,84065,1280,70539,12246
Jammu and Kashmir,India,156344,2111,137240,16993
Jharkhand,India,190692,1778,145499,43415
Karnataka,India,1274959,14075,1046554,214330
Kerala,India,1350501,5055,1166135,179311
Ladakh,India,13089,135,10920,2034
Lakshadweep,India,1805,1,884,920
Madhya Pradesh,India,472785,4937,380208,87640
Maharashtra,India,4161676,63252,3404792,693632
Manipur,India,30151,381,29180,590
Meghalaya,India,15631,157,14236,1238
Mizoram,India,5283,12,4627,644
Nagaland,India,12889,94,12338,457
Odisha,India,394694,1973,356003,36718
Puducherry,India,51372,728,44314,6330
Punjab,India,326447,8264,274240,43943
Rajasthan,India,483273,3453,362526,117294
Sikkim,India,7037,137,6207,693
Tamil Nadu,India,1051487,13395,943044,95048
Telangana,India,387106,1961,326997,58148
Tripura,India,34429,394,33390,645
Uttar Pradesh,India,1013370,10737,728980,273653
Uttarakhand,India,142349,2021,110379,29949
West Bengal,India,713780,10825,628218,74737
