Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7269,126,7034,109
Andhra Pradesh,India,1814393,11999,1722381,80013
Arunachal Pradesh,India,31648,151,28608,2889
Assam,India,463175,3994,418472,40709
Bihar,India,717539,9505,703262,4772
Chandigarh,India,61160,794,59859,507
Chhattisgarh,India,987563,13334,961569,12660
Dadra and Nagar Haveli and Daman and Diu,India,10464,4,10401,59
Delhi,India,1431270,24839,1403205,3226
Goa,India,162721,2937,155378,4406
Gujarat,India,820726,10003,801181,9542
Haryana,India,766129,9032,753020,4077
Himachal Pradesh,India,198876,3398,191046,4432
Jammu and Kashmir,India,308011,4195,290284,13532
Jharkhand,India,343609,5085,335462,3062
Karnataka,India,2771969,33033,2566774,172162
Kerala,India,2735958,11342,2610368,114248
Ladakh,India,19611,198,18841,572
Lakshadweep,India,9236,44,8672,520
Madhya Pradesh,India,788425,8588,775896,3941
Maharashtra,India,5917121,112696,5654003,150422
Manipur,India,60311,990,50878,8443
Meghalaya,India,42309,743,37037,4529
Mizoram,India,15631,70,11879,3682
Nagaland,India,23753,456,20096,3201
Odisha,India,856121,3346,804981,47794
Puducherry,India,112837,1691,106199,4947
Punjab,India,588525,15602,561010,11913
Rajasthan,India,949961,8842,934652,6467
Sikkim,India,18450,281,14863,3306
Tamil Nadu,India,2366493,29801,2199808,136884
Telangana,India,604880,3496,580923,20461
Tripura,India,59849,624,54274,4951
Uttar Pradesh,India,1702937,21858,1672968,8111
Uttarakhand,India,337175,6960,326307,3908
West Bengal,India,1464776,16974,1428881,18921
