Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7105,122,6876,107
Andhra Pradesh,India,1749363,11376,1609879,128108
Arunachal Pradesh,India,29113,123,25237,3753
Assam,India,432714,3621,376343,52750
Bihar,India,712197,5340,697229,9628
Chandigarh,India,60585,768,58892,925
Chhattisgarh,India,979576,13192,941489,24895
Dadra and Nagar Haveli and Daman and Diu,India,10387,4,10261,122
Delhi,India,1428863,24557,1397575,6731
Goa,India,158990,2744,148030,8216
Gujarat,India,815386,9921,785378,20087
Haryana,India,761637,8664,742999,9974
Himachal Pradesh,India,194742,3279,181979,9484
Jammu and Kashmir,India,299050,4051,266576,28423
Jharkhand,India,340925,5046,329640,6239
Karnataka,India,2683314,31260,2383758,268296
Kerala,India,2618410,9719,2440642,168049
Ladakh,India,19147,195,17782,1170
Lakshadweep,India,8667,38,7469,1160
Madhya Pradesh,India,784461,8295,764822,11344
Maharashtra,India,5819224,99512,5528834,190878
Manipur,India,54407,872,44519,9016
Meghalaya,India,38230,652,31781,5797
Mizoram,India,13567,53,10151,3363
Nagaland,India,22696,422,17455,4819
Odisha,India,806094,2952,732018,71124
Puducherry,India,108439,1613,98043,8783
Punjab,India,577997,15009,538534,24454
Rajasthan,India,945442,8631,915261,21550
Sikkim,India,16771,268,12285,4218
Tamil Nadu,India,2216812,26571,1932778,257463
Telangana,India,589734,3364,557162,29208
Tripura,India,55234,558,48195,6481
Uttar Pradesh,India,1697352,21151,1656763,19438
Uttarakhand,India,333578,6664,309609,17305
West Bengal,India,1419130,16152,1358537,44441
