Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7425,127,7195,103
Andhra Pradesh,India,1857352,12416,1791056,53880
Arunachal Pradesh,India,33664,160,30956,2548
Assam,India,488179,4280,450924,32975
Bihar,India,720207,9563,707833,2811
Chandigarh,India,61467,806,60383,278
Chhattisgarh,India,991653,13402,970244,8007
Dadra and Nagar Haveli and Daman and Diu,India,10520,4,10455,61
Delhi,India,1432778,24933,1405927,1918
Goa,India,164957,3008,159029,2920
Gujarat,India,822620,10037,807424,5159
Haryana,India,767726,9295,756231,2200
Himachal Pradesh,India,200791,3453,195062,2276
Jammu and Kashmir,India,312584,4269,301134,7181
Jharkhand,India,344775,5102,338256,1417
Karnataka,India,2815029,34164,2662250,118615
Kerala,India,2829460,12295,2716284,100881
Ladakh,India,19871,202,19309,360
Lakshadweep,India,9504,47,9142,315
Madhya Pradesh,India,789415,8806,778902,1707
Maharashtra,India,5987521,118795,5742258,126468
Manipur,India,64993,1065,54714,9214
Meghalaya,India,45976,788,40915,4273
Mizoram,India,18409,85,13900,4424
Nagaland,India,24438,477,22204,1757
Odisha,India,883490,3671,848960,30859
Puducherry,India,115364,1727,110423,3214
Punjab,India,593063,15888,571207,5968
Rajasthan,India,951393,8904,940101,2388
Sikkim,India,19458,296,16732,2430
Tamil Nadu,India,2436819,31580,2348353,56886
Telangana,India,615574,3586,595348,16640
Tripura,India,63140,658,58735,3747
Uttar Pradesh,India,1704678,22282,1678486,3910
Uttarakhand,India,338978,7052,329030,2896
West Bengal,India,1485438,17437,1445493,22508
