Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7043,119,6781,143
Andhra Pradesh,India,1717156,11132,1562229,143795
Arunachal Pradesh,India,28018,118,24083,3817
Assam,India,420076,3477,364191,52408
Bihar,India,709093,5268,691234,12591
Chandigarh,India,60288,761,58276,1251
Chhattisgarh,India,975141,13117,930389,31635
Dadra and Nagar Haveli and Daman and Diu,India,10331,4,10045,282
Delhi,India,1427439,24402,1393673,9364
Goa,India,157275,2693,143742,10840
Gujarat,India,812063,9873,775958,26232
Haryana,India,759039,8461,735910,14668
Himachal Pradesh,India,192142,3210,176957,11975
Jammu and Kashmir,India,294078,3963,258536,31579
Jharkhand,India,338915,5011,326597,7307
Karnataka,India,2635122,30017,2312060,293045
Kerala,India,2566000,9222,2364210,192568
Ladakh,India,18841,191,17119,1531
Lakshadweep,India,8335,35,6833,1467
Madhya Pradesh,India,782099,8157,756806,17136
Maharashtra,India,5776184,96751,5460589,218844
Manipur,India,52278,839,42404,9035
Meghalaya,India,36597,616,29578,6403
Mizoram,India,12859,45,9494,3320
Nagaland,India,22072,399,16841,4832
Odisha,India,782131,2831,702621,76679
Puducherry,India,106299,1567,94566,10166
Punjab,India,571970,14748,526089,31133
Rajasthan,India,942236,8515,901071,32650
Sikkim,India,15876,260,11513,4103
Tamil Nadu,India,2148346,25205,1834439,288702
Telangana,India,583228,3313,546536,33379
Tripura,India,53222,534,46230,6458
Uttar Pradesh,India,1693992,20787,1644511,28694
Uttarakhand,India,331478,6535,299577,25366
West Bengal,India,1394724,15813,1308896,70015
