Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7243,126,6996,121
Andhra Pradesh,India,1803074,11882,1699775,91417
Arunachal Pradesh,India,31148,143,27818,3187
Assam,India,457330,3915,408770,44645
Bihar,India,716728,9484,701543,5701
Chandigarh,India,61056,789,59727,540
Chhattisgarh,India,986504,13311,958111,15082
Dadra and Nagar Haveli and Daman and Diu,India,10462,4,10363,95
Delhi,India,1430884,24800,1402474,3610
Goa,India,162048,2914,154077,5057
Gujarat,India,819866,9991,799012,10863
Haryana,India,765522,8949,751387,5186
Himachal Pradesh,India,198313,3384,189527,5402
Jammu and Kashmir,India,306638,4174,286180,16284
Jharkhand,India,343304,5082,334256,3966
Karnataka,India,2757324,32788,2532719,191817
Kerala,India,2716655,10975,2575769,129911
Ladakh,India,19544,197,18601,746
Lakshadweep,India,9175,43,8517,615
Madhya Pradesh,India,787909,8534,774600,4775
Maharashtra,India,5898550,108333,5631767,158450
Manipur,India,59322,959,49653,8710
Meghalaya,India,41601,727,36003,4871
Mizoram,India,15267,62,11545,3660
Nagaland,India,23562,448,19481,3633
Odisha,India,847313,3257,789066,54990
Puducherry,India,112126,1677,104704,5745
Punjab,India,586947,15503,557380,14064
Rajasthan,India,949376,8815,932161,8400
Sikkim,India,18257,281,14193,3783
Tamil Nadu,India,2339705,29280,2148352,162073
Telangana,India,602089,3469,576487,22133
Tripura,India,59086,613,52921,5552
Uttar Pradesh,India,1702172,21735,1670631,9806
Uttarakhand,India,336616,6928,324667,5021
West Bengal,India,1457273,16812,1424213,16248
