Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7455,127,7266,62
Andhra Pradesh,India,1879872,12599,1822500,44773
Arunachal Pradesh,India,34932,167,32270,2495
Assam,India,500644,4440,469067,27137
Bihar,India,721299,9579,709578,2142
Chandigarh,India,61624,807,60614,203
Chhattisgarh,India,993289,13431,973262,6596
Dadra and Nagar Haveli and Daman and Diu,India,10539,4,10490,45
Delhi,India,1433934,24965,1407401,1568
Goa,India,166098,3039,160548,2511
Gujarat,India,823244,10051,809506,3687
Haryana,India,768378,9385,757308,1685
Himachal Pradesh,India,201665,3473,196438,1754
Jammu and Kashmir,India,314731,4304,305135,5292
Jharkhand,India,345340,5111,339199,1030
Karnataka,India,2834630,34743,2698822,101065
Kerala,India,2888894,12879,2775967,100048
Ladakh,India,19964,202,19481,281
Lakshadweep,India,9681,48,9337,296
Madhya Pradesh,India,789696,8917,779963,816
Maharashtra,India,6036821,121286,5790113,125422
Manipur,India,67986,1124,61038,5824
Meghalaya,India,48447,819,43070,4558
Mizoram,India,19455,91,15040,4324
Nagaland,India,24961,487,22951,1523
Odisha,India,900470,3887,867402,29181
Puducherry,India,116645,1744,112229,2672
Punjab,India,594883,15991,574872,4020
Rajasthan,India,952129,8914,941482,1733
Sikkim,India,20111,301,17673,2137
Tamil Nadu,India,2465874,32290,2390783,42801
Telangana,India,620613,3635,602676,14302
Tripura,India,64863,672,60694,3497
Uttar Pradesh,India,1705596,22518,1679913,3165
Uttarakhand,India,339619,7088,330066,2465
West Bengal,India,1494949,17612,1455453,21884
