Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7168,125,6952,91
Andhra Pradesh,India,1779773,11696,1664082,103995
Arunachal Pradesh,India,30247,128,26848,3271
Assam,India,446445,3793,392806,49846
Bihar,India,714590,5458,701234,4516
Chandigarh,India,60862,781,59432,649
Chhattisgarh,India,983916,13271,952532,18113
Dadra and Nagar Haveli and Daman and Diu,India,10437,4,10296,137
Delhi,India,1430128,24704,1400913,4511
Goa,India,160740,2877,152073,5790
Gujarat,India,818351,9965,794703,13683
Haryana,India,764094,8829,748186,7079
Himachal Pradesh,India,196905,3343,186880,6682
Jammu and Kashmir,India,303749,4118,279779,19852
Jharkhand,India,342481,5076,332622,4783
Karnataka,India,2728248,32291,2480411,215546
Kerala,India,2674166,10437,2524248,139481
Ladakh,India,19385,195,18265,925
Lakshadweep,India,9002,42,8173,787
Madhya Pradesh,India,786755,8441,771243,7071
Maharashtra,India,5863880,101833,5597304,164743
Manipur,India,57351,915,47129,9307
Meghalaya,India,39983,694,34440,4849
Mizoram,India,14534,58,10891,3585
Nagaland,India,23237,435,18909,3893
Odisha,India,831129,3123,764673,63333
Puducherry,India,110748,1648,102247,6853
Punjab,India,583474,15293,550837,17344
Rajasthan,India,948024,8749,927443,11832
Sikkim,India,17656,276,13511,3869
Tamil Nadu,India,2292025,28170,2059597,204258
Telangana,India,596813,3426,569086,24301
Tripura,India,57452,591,50803,6058
Uttar Pradesh,India,1700476,21516,1666001,12959
Uttarakhand,India,335478,6849,319371,9258
West Bengal,India,1442830,16555,1411573,14702
