Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7406,127,7177,102
Andhra Pradesh,India,1850563,12319,1775176,63068
Arunachal Pradesh,India,33081,159,30407,2515
Assam,India,482505,4208,444743,33554
Bihar,India,719694,9550,706955,3189
Chandigarh,India,61430,806,60271,353
Chhattisgarh,India,990675,13387,968096,9192
Dadra and Nagar Haveli and Daman and Diu,India,10514,4,10442,68
Delhi,India,1432292,24914,1405287,2091
Goa,India,164436,2990,158178,3268
Gujarat,India,822334,10032,806193,6109
Haryana,India,767418,9246,755681,2491
Himachal Pradesh,India,200410,3442,194257,2711
Jammu and Kashmir,India,311794,4252,298911,8631
Jharkhand,India,344543,5099,337848,1596
Karnataka,India,2806453,33883,2645735,126835
Kerala,India,2809394,12060,2690958,106376
Ladakh,India,19805,202,19240,363
Lakshadweep,India,9443,46,9078,319
Madhya Pradesh,India,789261,8767,778280,2214
Maharashtra,India,5972781,117961,5719457,135363
Manipur,India,64065,1047,53405,9613
Meghalaya,India,45286,780,39919,4587
Mizoram,India,17605,83,13390,4132
Nagaland,India,24248,469,21889,1890
Odisha,India,877502,3590,840214,33698
Puducherry,India,114847,1723,109562,3562
Punjab,India,592303,15826,569056,7421
Rajasthan,India,951105,8895,939131,3079
Sikkim,India,19296,293,16306,2697
Tamil Nadu,India,2422497,31197,2321928,69372
Telangana,India,613202,3567,591870,17765
Tripura,India,62324,650,57732,3942
Uttar Pradesh,India,1704358,22178,1677611,4569
Uttarakhand,India,338644,7035,328473,3136
West Bengal,India,1481707,17348,1441343,23016
