Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7261,126,7025,110
Andhra Pradesh,India,1809844,11940,1712267,85637
Arunachal Pradesh,India,31282,145,28252,2885
Assam,India,459497,3951,414173,41373
Bihar,India,717215,9492,702411,5312
Chandigarh,India,61110,792,59798,520
Chhattisgarh,India,986963,13317,959969,13677
Dadra and Nagar Haveli and Daman and Diu,India,10463,4,10381,78
Delhi,India,1431139,24823,1402850,3466
Goa,India,162468,2928,154658,4882
Gujarat,India,820321,9997,800075,10249
Haryana,India,765861,8992,752208,4661
Himachal Pradesh,India,198550,3391,190382,4777
Jammu and Kashmir,India,307412,4186,288145,15081
Jharkhand,India,343458,5084,334979,3395
Karnataka,India,2765134,32913,2551365,180856
Kerala,India,2728239,11181,2593625,123433
Ladakh,India,19561,197,18706,658
Lakshadweep,India,9209,44,8589,576
Madhya Pradesh,India,788183,8552,775380,4251
Maharashtra,India,5908992,111104,5639271,158617
Manipur,India,59852,974,50379,8499
Meghalaya,India,41906,733,36550,4623
Mizoram,India,15364,67,11748,3549
Nagaland,India,23644,453,19689,3502
Odisha,India,851782,3302,796799,51681
Puducherry,India,112528,1684,105513,5331
Punjab,India,587903,15562,559360,12981
Rajasthan,India,949684,8822,933421,7441
Sikkim,India,18414,281,14580,3553
Tamil Nadu,India,2353721,29547,2174247,149927
Telangana,India,603369,3484,578748,21137
Tripura,India,59321,620,53531,5170
Uttar Pradesh,India,1702624,21786,1671852,8986
Uttarakhand,India,336879,6935,325311,4633
West Bengal,India,1461257,16896,1426710,17651
