Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7440,127,7214,99
Andhra Pradesh,India,1867017,12490,1804844,49683
Arunachal Pradesh,India,34214,162,31487,2565
Assam,India,493688,4344,458330,31014
Bihar,India,720717,9573,708586,2558
Chandigarh,India,61542,807,60488,247
Chhattisgarh,India,992391,13415,971662,7314
Dadra and Nagar Haveli and Daman and Diu,India,10526,4,10463,59
Delhi,India,1433475,24948,1406760,1767
Goa,India,165426,3022,159677,2727
Gujarat,India,822887,10042,808418,4427
Haryana,India,768002,9333,756679,1990
Himachal Pradesh,India,201210,3463,195624,2123
Jammu and Kashmir,India,313476,4284,302655,6537
Jharkhand,India,345028,5106,338698,1224
Karnataka,India,2823444,34425,2678473,110546
Kerala,India,2854325,12581,2741436,100308
Ladakh,India,19903,202,19387,314
Lakshadweep,India,9601,47,9232,322
Madhya Pradesh,India,789561,8849,779432,1280
Maharashtra,India,6007431,119859,5762661,124911
Manipur,India,66171,1085,55912,9174
Meghalaya,India,46878,807,41647,4424
Mizoram,India,18859,88,14316,4455
Nagaland,India,24629,479,22641,1509
Odisha,India,890596,3761,856498,30337
Puducherry,India,115925,1734,111114,3077
Punjab,India,593941,15944,572723,5274
Rajasthan,India,951695,8905,940771,2019
Sikkim,India,19681,298,17101,2282
Tamil Nadu,India,2449577,31901,2367831,49845
Telangana,India,617776,3607,598139,16030
Tripura,India,63868,662,59378,3828
Uttar Pradesh,India,1705014,22366,1679096,3552
Uttarakhand,India,339245,7074,329432,2739
West Bengal,India,1489286,17516,1449462,22308
