Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7119,122,6894,103
Andhra Pradesh,India,1758339,11466,1623447,123426
Arunachal Pradesh,India,29336,125,25618,3593
Assam,India,434942,3658,380419,50865
Bihar,India,713117,5381,699028,8708
Chandigarh,India,60659,772,59054,833
Chhattisgarh,India,980575,13217,944078,23280
Dadra and Nagar Haveli and Daman and Diu,India,10394,4,10261,129
Delhi,India,1429244,24591,1398764,5889
Goa,India,159393,2760,149479,7154
Gujarat,India,816234,9933,788293,18008
Haryana,India,762291,8712,744482,9097
Himachal Pradesh,India,195099,3297,183441,8361
Jammu and Kashmir,India,300490,4074,269675,26741
Jharkhand,India,341218,5054,330478,5686
Karnataka,India,2695523,31580,2409417,254526
Kerala,India,2633082,9946,2462071,161065
Ladakh,India,19197,195,17913,1089
Lakshadweep,India,8737,38,7694,1005
Madhya Pradesh,India,785196,8337,766756,10103
Maharashtra,India,5831781,100130,5543267,188384
Manipur,India,55230,881,45165,9184
Meghalaya,India,38718,664,32471,5583
Mizoram,India,13679,55,10345,3279
Nagaland,India,22773,426,17615,4732
Odisha,India,813096,2994,739376,70726
Puducherry,India,109079,1628,99181,8270
Punjab,India,579560,15076,542324,22160
Rajasthan,India,946346,8656,919115,18575
Sikkim,India,17111,273,12532,4306
Tamil Nadu,India,2237233,27005,1965939,244289
Telangana,India,591170,3378,560776,27016
Tripura,India,55469,564,48984,5921
Uttar Pradesh,India,1698389,21236,1659209,17944
Uttarakhand,India,334024,6699,311200,16125
West Bengal,India,1426132,16259,1374419,35454
