Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7131,123,6912,96
Andhra Pradesh,India,1763211,11552,1637149,114510
Arunachal Pradesh,India,29696,125,26131,3440
Assam,India,438746,3695,385032,50019
Bihar,India,713879,5424,700224,8231
Chandigarh,India,60707,774,59193,740
Chhattisgarh,India,981860,13243,947527,21090
Dadra and Nagar Haveli and Daman and Diu,India,10419,4,10261,154
Delhi,India,1429475,24627,1399640,5208
Goa,India,159811,2840,150574,6397
Gujarat,India,817012,9944,790906,16162
Haryana,India,762931,8751,746156,8024
Himachal Pradesh,India,195755,3315,184885,7555
Jammu and Kashmir,India,301467,4090,273853,23524
Jharkhand,India,341576,5060,331204,5312
Karnataka,India,2707481,31920,2436716,238845
Kerala,India,2642395,10157,2483992,148246
Ladakh,India,19258,195,18052,1011
Lakshadweep,India,8775,41,7889,845
Madhya Pradesh,India,785767,8369,768538,8860
Maharashtra,India,5842000,100470,5564348,177182
Manipur,India,55828,896,45948,8984
Meghalaya,India,39156,669,33160,5327
Mizoram,India,13996,55,10553,3388
Nagaland,India,22918,429,17786,4703
Odisha,India,819214,3035,747805,68374
Puducherry,India,109561,1638,100377,7546
Punjab,India,580829,15160,545674,19995
Rajasthan,India,946975,8687,922544,15744
Sikkim,India,17170,273,12846,4051
Tamil Nadu,India,2256681,27356,1997299,232026
Telangana,India,593103,3394,564303,25406
Tripura,India,56169,572,49579,6018
Uttar Pradesh,India,1699083,21333,1662069,15681
Uttarakhand,India,334419,6731,313566,14122
West Bengal,India,1432019,16362,1388771,26886
