Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7280,126,7049,105
Andhra Pradesh,India,1820134,12052,1732948,75134
Arunachal Pradesh,India,31938,155,28934,2849
Assam,India,466590,4028,421378,41184
Bihar,India,717949,9514,704075,4360
Chandigarh,India,61200,797,59917,486
Chhattisgarh,India,988172,13342,963113,11717
Dadra and Nagar Haveli and Daman and Diu,India,10473,4,10408,61
Delhi,India,1431498,24851,1403569,3078
Goa,India,163048,2947,155926,4175
Gujarat,India,821078,10007,802187,8884
Haryana,India,766357,9070,753584,3703
Himachal Pradesh,India,199197,3410,191737,4050
Jammu and Kashmir,India,308726,4205,292114,12407
Jharkhand,India,343793,5089,336058,2646
Karnataka,India,2777010,33148,2581559,162303
Kerala,India,2748204,11508,2623904,112792
Ladakh,India,19649,199,18898,552
Lakshadweep,India,9297,45,8768,484
Madhya Pradesh,India,788649,8615,776424,3610
Maharashtra,India,5924773,114154,5669179,141440
Manipur,India,61096,998,51354,8744
Meghalaya,India,42759,750,37579,4430
Mizoram,India,15899,71,12191,3637
Nagaland,India,23854,459,20423,2972
Odisha,India,859526,3388,811780,44358
Puducherry,India,113192,1696,106828,4668
Punjab,India,589153,15650,562701,10802
Rajasthan,India,950133,8856,935658,5619
Sikkim,India,18659,284,15136,3239
Tamil Nadu,India,2378298,30068,2223015,125215
Telangana,India,606436,3510,582993,19933
Tripura,India,60385,629,54870,4886
Uttar Pradesh,India,1703207,21914,1674072,7221
Uttarakhand,India,337449,6985,326822,3642
West Bengal,India,1468044,17049,1430949,20046
