Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7233,125,6984,124
Andhra Pradesh,India,1796122,11824,1688198,96100
Arunachal Pradesh,India,30850,138,27438,3274
Assam,India,453867,3873,403170,46824
Bihar,India,716296,9466,701234,5596
Chandigarh,India,60998,786,59648,564
Chhattisgarh,India,985691,13300,956459,15932
Dadra and Nagar Haveli and Daman and Diu,India,10456,4,10343,109
Delhi,India,1430671,24772,1401977,3922
Goa,India,161576,2899,153476,5201
Gujarat,India,819376,9985,797734,11657
Haryana,India,765096,8904,750443,5749
Himachal Pradesh,India,197943,3367,188697,5879
Jammu and Kashmir,India,305772,4160,284027,17585
Jharkhand,India,343065,5082,333763,4220
Karnataka,India,2747539,32644,2511105,203790
Kerala,India,2702823,10804,2557597,134422
Ladakh,India,19506,197,18513,796
Lakshadweep,India,9122,43,8414,665
Madhya Pradesh,India,787572,8510,773615,5447
Maharashtra,India,5887853,106367,5616857,164629
Manipur,India,58768,944,48902,8922
Meghalaya,India,41100,714,35393,4993
Mizoram,India,14921,62,11358,3501
Nagaland,India,23466,445,19244,3777
Odisha,India,842461,3210,781488,57763
Puducherry,India,111684,1668,103860,6156
Punjab,India,585986,15435,555245,15306
Rajasthan,India,949008,8799,931186,9023
Sikkim,India,18090,281,13901,3908
Tamil Nadu,India,2324597,28906,2120889,174802
Telangana,India,600318,3456,574103,22759
Tripura,India,58521,604,52218,5699
Uttar Pradesh,India,1701668,21667,1668874,11127
Uttarakhand,India,336153,6909,323967,5277
West Bengal,India,1452987,16731,1421064,15192
