Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7438,127,7210,101
Andhra Pradesh,India,1862036,12452,1798380,51204
Arunachal Pradesh,India,33916,160,31189,2567
Assam,India,490907,4310,454726,31871
Bihar,India,720505,9569,708231,2705
Chandigarh,India,61520,807,60446,267
Chhattisgarh,India,992074,13407,971057,7610
Dadra and Nagar Haveli and Daman and Diu,India,10523,4,10459,60
Delhi,India,1433366,24940,1406629,1797
Goa,India,165197,3013,159419,2765
Gujarat,India,822758,10040,807911,4807
Haryana,India,767900,9314,756426,2160
Himachal Pradesh,India,201049,3461,195301,2287
Jammu and Kashmir,India,313028,4273,301973,6782
Jharkhand,India,344914,5104,338446,1364
Karnataka,India,2819465,34287,2668705,116473
Kerala,India,2842247,12445,2729967,99835
Ladakh,India,19881,202,19341,338
Lakshadweep,India,9559,47,9172,340
Madhya Pradesh,India,789499,8827,779177,1495
Maharashtra,India,5997587,119303,5753290,124994
Manipur,India,65622,1074,55257,9291
Meghalaya,India,46458,797,41349,4312
Mizoram,India,18624,86,14096,4442
Nagaland,India,24541,477,22486,1578
Odisha,India,886946,3717,853012,30217
Puducherry,India,115627,1731,110838,3058
Punjab,India,593572,15923,572008,5641
Rajasthan,India,951548,8905,940465,2178
Sikkim,India,19589,296,16903,2390
Tamil Nadu,India,2443415,31746,2358785,52884
Telangana,India,616688,3598,596628,16462
Tripura,India,63499,660,58978,3861
Uttar Pradesh,India,1704790,22336,1678788,3666
Uttarakhand,India,339127,7068,329182,2877
West Bengal,India,1487363,17475,1447510,22378
