Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7441,127,7245,69
Andhra Pradesh,India,1871475,12528,1811157,47790
Arunachal Pradesh,India,34480,165,31792,2523
Assam,India,496481,4370,462307,29804
Bihar,India,720924,9576,708951,2397
Chandigarh,India,61581,807,60533,241
Chhattisgarh,India,992684,13423,972372,6889
Dadra and Nagar Haveli and Daman and Diu,India,10530,4,10474,52
Delhi,India,1433590,24952,1406958,1680
Goa,India,165648,3027,159954,2667
Gujarat,India,823010,10045,808849,4116
Haryana,India,768142,9351,756864,1927
Himachal Pradesh,India,201363,3465,195942,1956
Jammu and Kashmir,India,313974,4291,303526,6157
Jharkhand,India,345161,5107,338870,1184
Karnataka,India,2826754,34539,2684997,107218
Kerala,India,2865871,12699,2752492,100680
Ladakh,India,19920,202,19425,293
Lakshadweep,India,9632,48,9271,313
Madhya Pradesh,India,789611,8871,779630,1110
Maharashtra,India,6017035,120370,5772799,123866
Manipur,India,66756,1093,59995,5668
Meghalaya,India,47480,814,42001,4665
Mizoram,India,19091,89,14554,4448
Nagaland,India,24759,481,22770,1508
Odisha,India,893508,3801,860142,29565
Puducherry,India,116186,1739,111477,2970
Punjab,India,594279,15956,573491,4832
Rajasthan,India,951826,8905,941048,1873
Sikkim,India,19811,299,17257,2255
Tamil Nadu,India,2455332,32051,2375963,47318
Telangana,India,618837,3618,599695,15524
Tripura,India,64159,665,59768,3726
Uttar Pradesh,India,1705220,22381,1679416,3423
Uttarakhand,India,339373,7083,329663,2627
West Bengal,India,1491219,17551,1451437,22231
