Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7467,128,7308,31
Andhra Pradesh,India,1889513,12706,1838469,38338
Arunachal Pradesh,India,35857,172,32923,2762
Assam,India,508484,4539,477510,26435
Bihar,India,721914,9588,710569,1757
Chandigarh,India,61670,808,60708,154
Chhattisgarh,India,994480,13439,975077,5964
Dadra and Nagar Haveli and Daman and Diu,India,10560,4,10511,45
Delhi,India,1434188,24977,1407832,1379
Goa,India,166689,3054,161361,2274
Gujarat,India,823523,10059,810451,3013
Haryana,India,768639,9431,757771,1437
Himachal Pradesh,India,202123,3479,197019,1625
Jammu and Kashmir,India,315662,4323,306739,4600
Jharkhand,India,345610,5113,339583,914
Karnataka,India,2843810,35040,2732242,76528
Kerala,India,2924165,13235,2809587,101343
Ladakh,India,20073,202,19592,279
Lakshadweep,India,9770,48,9411,311
Madhya Pradesh,India,789804,8969,780265,570
Maharashtra,India,6061404,121945,5819901,119558
Manipur,India,69790,1150,62628,6012
Meghalaya,India,49513,838,44459,4216
Mizoram,India,20492,93,16188,4211
Nagaland,India,25239,495,23403,1341
Odisha,India,909800,4018,877540,28242
Puducherry,India,117249,1749,113146,2354
Punjab,India,595609,16052,576423,3134
Rajasthan,India,952422,8921,942030,1471
Sikkim,India,20544,307,18214,2023
Tamil Nadu,India,2479696,32619,2408886,38191
Telangana,India,623510,3661,606461,13388
Tripura,India,66220,682,61663,3875
Uttar Pradesh,India,1706107,22591,1680720,2796
Uttarakhand,India,340255,7316,330838,2101
West Bengal,India,1499783,17708,1461490,20585
