Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7462,128,7286,48
Andhra Pradesh,India,1882096,12630,1827214,42252
Arunachal Pradesh,India,35227,167,32483,2577
Assam,India,503333,4482,472461,26390
Bihar,India,721464,9583,709908,1973
Chandigarh,India,61632,807,60644,181
Chhattisgarh,India,993694,13437,974049,6208
Dadra and Nagar Haveli and Daman and Diu,India,10547,4,10501,42
Delhi,India,1433993,24967,1407473,1553
Goa,India,166236,3046,160874,2316
Gujarat,India,823340,10054,809821,3465
Haryana,India,768474,9401,757480,1593
Himachal Pradesh,India,201813,3476,196646,1691
Jammu and Kashmir,India,314990,4310,305684,4996
Jharkhand,India,345430,5111,339314,1005
Karnataka,India,2837206,34836,2704755,97615
Kerala,India,2896957,12989,2787496,96472
Ladakh,India,20022,202,19512,308
Lakshadweep,India,9715,48,9372,295
Madhya Pradesh,India,789733,8936,780101,696
Maharashtra,India,6043548,121573,5800925,121050
Manipur,India,68418,1130,61646,5642
Meghalaya,India,48783,827,43578,4378
Mizoram,India,19819,92,15295,4432
Nagaland,India,25017,493,23127,1397
Odisha,India,903789,3930,870787,29072
Puducherry,India,116789,1745,112565,2479
Punjab,India,595136,16011,575486,3639
Rajasthan,India,952201,8916,941692,1593
Sikkim,India,20182,304,17851,2027
Tamil Nadu,India,2470678,32388,2397336,40954
Telangana,India,621606,3644,604093,13869
Tripura,India,65339,675,61133,3531
Uttar Pradesh,India,1705779,22559,1680174,3046
Uttarakhand,India,339739,7092,330353,2294
West Bengal,India,1496710,17644,1457486,21580
