Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7530,129,7389,12
Andhra Pradesh,India,1957932,13292,1923675,20965
Arunachal Pradesh,India,46800,221,42292,4287
Assam,India,561455,5180,541240,15035
Bihar,India,724597,9639,714474,484
Chandigarh,India,61938,809,61092,37
Chhattisgarh,India,1001487,13519,985578,2390
Dadra and Nagar Haveli and Daman and Diu,India,10639,4,10591,44
Delhi,India,1436026,25046,1410410,570
Goa,India,170729,3140,166459,1130
Gujarat,India,824774,10076,814413,285
Haryana,India,769796,9624,759471,701
Himachal Pradesh,India,205383,3518,200942,923
Jammu and Kashmir,India,320866,4375,315367,1124
Jharkhand,India,347022,5125,341650,247
Karnataka,India,2897664,36437,2838717,22510
Kerala,India,3305245,16326,3143043,145876
Ladakh,India,20314,207,20037,70
Lakshadweep,India,10149,49,10018,82
Madhya Pradesh,India,791767,10512,781117,138
Maharashtra,India,6276057,131859,6058751,85447
Manipur,India,94821,1498,82521,10802
Meghalaya,India,62473,1040,56101,5332
Mizoram,India,35297,140,24233,10924
Nagaland,India,27472,550,25606,1316
Odisha,India,970814,5634,949350,15830
Puducherry,India,120530,1791,117816,923
Punjab,India,598882,16281,582018,583
Rajasthan,India,953575,8953,944344,278
Sikkim,India,25616,333,22208,3075
Tamil Nadu,India,2552049,33966,2495895,22188
Telangana,India,642436,3791,629408,9237
Tripura,India,77412,748,72910,3754
Uttar Pradesh,India,1708226,22754,1684674,798
Uttarakhand,India,341874,7361,333854,659
West Bengal,India,1524958,18095,1495483,11380
