Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7516,129,7368,19
Andhra Pradesh,India,1941724,13154,1905000,23570
Arunachal Pradesh,India,43328,203,38865,4260
Assam,India,549080,5019,526607,17454
Bihar,India,723999,9630,713689,680
Chandigarh,India,61893,809,61038,46
Chhattisgarh,India,1000169,13500,983200,3469
Dadra and Nagar Haveli and Daman and Diu,India,10605,4,10577,24
Delhi,India,1435565,25030,1409968,567
Goa,India,169839,3111,165292,1436
Gujarat,India,824517,10076,813998,443
Haryana,India,769569,9605,759179,785
Himachal Pradesh,India,204516,3507,200040,969
Jammu and Kashmir,India,320024,4365,313886,1773
Jharkhand,India,346745,5122,341287,336
Karnataka,India,2885238,36197,2821491,27550
Kerala,India,3170868,15408,3033258,122202
Ladakh,India,20264,206,19959,99
Lakshadweep,India,10076,49,9955,72
Madhya Pradesh,India,791670,10512,780956,202
Maharashtra,India,6220207,127097,5993401,99709
Manipur,India,85596,1392,74511,9693
Meghalaya,India,57775,955,52787,4033
Mizoram,India,28295,125,21688,6482
Nagaland,India,26744,530,25067,1147
Odisha,India,955974,5116,932666,18192
Puducherry,India,119745,1778,116926,1041
Punjab,India,598387,16237,581197,953
Rajasthan,India,953393,8951,944007,435
Sikkim,India,23649,324,20896,2429
Tamil Nadu,India,2537373,33752,2476339,27282
Telangana,India,637373,3764,623773,9836
Tripura,India,74389,729,69269,4391
Uttar Pradesh,India,1707884,22728,1683968,1188
Uttarakhand,India,341486,7357,333525,604
West Bengal,India,1518847,18011,1488077,12759
