Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7492,129,7352,11
Andhra Pradesh,India,1920178,12986,1877930,29262
Arunachal Pradesh,India,39563,188,35634,3741
Assam,India,532084,4812,504723,22549
Bihar,India,723147,9618,712663,866
Chandigarh,India,61823,809,60914,100
Chhattisgarh,India,997785,13475,979448,4862
Dadra and Nagar Haveli and Daman and Diu,India,10584,4,10555,25
Delhi,India,1435030,25012,1409226,792
Goa,India,168585,3095,163530,1960
Gujarat,India,824200,10073,812976,1151
Haryana,India,769243,9542,758728,973
Himachal Pradesh,India,203563,3490,198738,1335
Jammu and Kashmir,India,318469,4356,310985,3128
Jharkhand,India,346279,5119,340737,423
Karnataka,India,2869320,35779,2796377,37164
Kerala,India,3053116,14489,2922921,115706
Ladakh,India,20186,206,19865,115
Lakshadweep,India,10011,49,9751,211
Madhya Pradesh,India,790152,9025,780735,392
Maharashtra,India,6149264,125528,5906466,117270
Manipur,India,76820,1258,68654,6908
Meghalaya,India,54155,906,48886,4363
Mizoram,India,23993,105,19387,4501
Nagaland,India,25898,507,24418,973
Odisha,India,937470,4534,909639,23297
Puducherry,India,118831,1769,115489,1573
Punjab,India,597469,16177,579618,1674
Rajasthan,India,953074,8945,943379,750
Sikkim,India,22163,313,19606,2244
Tamil Nadu,India,2516011,33371,2449873,32767
Telangana,India,631218,3725,616769,10724
Tripura,India,70479,712,65536,4231
Uttar Pradesh,India,1707225,22693,1682924,1608
Uttarakhand,India,341137,7338,332634,1165
West Bengal,India,1511205,17903,1477998,15304
