Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7525,129,7382,14
Andhra Pradesh,India,1952513,13241,1916914,22358
Arunachal Pradesh,India,45703,213,41025,4465
Assam,India,557437,5114,536597,15726
Bihar,India,724390,9637,714223,530
Chandigarh,India,61922,809,61081,32
Chhattisgarh,India,1001037,13511,984737,2789
Dadra and Nagar Haveli and Daman and Diu,India,10637,4,10585,48
Delhi,India,1435844,25041,1410216,587
Goa,India,170416,3126,166052,1238
Gujarat,India,824683,10076,814265,342
Haryana,India,769717,9617,759360,740
Himachal Pradesh,India,205017,3513,200573,931
Jammu and Kashmir,India,320491,4374,314798,1319
Jharkhand,India,346918,5124,341518,276
Karnataka,India,2893556,36352,2833276,23928
Kerala,India,3254064,15969,3099469,138626
Ladakh,India,20296,207,20021,68
Lakshadweep,India,10127,49,9997,81
Madhya Pradesh,India,791738,10512,781077,149
Maharashtra,India,6258079,131429,6029817,96833
Manipur,India,91460,1465,79744,10251
Meghalaya,India,60597,1014,54875,4708
Mizoram,India,31145,135,23238,7772
Nagaland,India,27240,538,25390,1312
Odisha,India,965715,5445,943069,17201
Puducherry,India,120227,1787,117518,922
Punjab,India,598741,16258,581712,771
Rajasthan,India,953522,8952,944242,328
Sikkim,India,24823,330,21644,2849
Tamil Nadu,India,2546689,33889,2488775,24025
Telangana,India,640659,3780,627254,9625
Tripura,India,76315,739,71642,3934
Uttar Pradesh,India,1708152,22749,1684471,932
Uttarakhand,India,341673,7359,333703,611
West Bengal,India,1522833,18064,1492878,11891
