Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7499,129,7359,11
Andhra Pradesh,India,1929579,13057,1890565,25957
Arunachal Pradesh,India,41279,195,36903,4181
Assam,India,540453,4910,514543,21000
Bihar,India,723570,9621,713163,786
Chandigarh,India,61851,809,60970,72
Chhattisgarh,India,998817,13486,981303,4028
Dadra and Nagar Haveli and Daman and Diu,India,10591,4,10565,22
Delhi,India,1435281,25021,1409572,688
Goa,India,169215,3101,164326,1788
Gujarat,India,824346,10074,813583,689
Haryana,India,769383,9571,758958,854
Himachal Pradesh,India,203962,3499,199272,1191
Jammu and Kashmir,India,319152,4360,312556,2236
Jharkhand,India,346479,5120,341015,344
Karnataka,India,2876587,35989,2806933,33665
Kerala,India,3103310,14938,2970175,118197
Ladakh,India,20231,206,19912,113
Lakshadweep,India,10036,49,9891,96
Madhya Pradesh,India,791594,10508,780815,271
Maharashtra,India,6181247,126390,5944801,110056
Manipur,India,80521,1326,70985,8210
Meghalaya,India,55640,921,50794,3925
Mizoram,India,25751,116,20262,5373
Nagaland,India,26249,516,24716,1017
Odisha,India,945749,4795,920646,20308
Puducherry,India,119302,1772,116203,1327
Punjab,India,597929,16207,580336,1386
Rajasthan,India,953224,8947,943719,558
Sikkim,India,22792,317,20196,2279
Tamil Nadu,India,2526401,33557,2462244,30600
Telangana,India,633895,3743,619949,10203
Tripura,India,72365,721,67020,4624
Uttar Pradesh,India,1707585,22704,1683453,1428
Uttarakhand,India,341307,7352,333244,711
West Bengal,India,1514708,17958,1482903,13847
